village_id,village,district,province,population,watershed,forest_loss
1605010015,ELMER FAUCETT,REQUENA,REQUENA,31,Intercuenca 49913,45.98615125
1605010011,PUERTO RICO,REQUENA,REQUENA,67,Intercuenca 49913,72.39917750000001
1605010014,MAGDALENA,REQUENA,REQUENA,35,Intercuenca 49913,21.1568575
1605010017,ARICA VIEJO,REQUENA,REQUENA,280,Intercuenca 49913,23.1643525
1605010019,FRAY MARTIN,REQUENA,REQUENA,63,Intercuenca 49913,14.31315125
1605010018,CAROCURAHUAITE,REQUENA,REQUENA,173,Intercuenca 49913,16.2836375
1605010016,HUARMI ISLA,REQUENA,REQUENA,52,Intercuenca 49913,76.13588125
1605010012,NUEVO CARAHUAYTILLO,REQUENA,REQUENA,79,Intercuenca 49913,73.60614749999999
1605010003,PUERTO LORETO,REQUENA,REQUENA,90,Intercuenca 49913,54.88785625
1605010004,NUEVO PUCATE,REQUENA,REQUENA,135,Intercuenca 49913,26.567111250000004
1605010008,PUERTO PERU,REQUENA,REQUENA,47,Intercuenca 49913,9.27892
1605010013,CONTAMANILLO,REQUENA,REQUENA,105,Intercuenca 49913,76.5337025
1605030006,PINTU LLACTA,CAPELO,REQUENA,260,Intercuenca 49913,18.91647
1605030005,HUATAPI,CAPELO,REQUENA,515,Intercuenca 49913,18.458178750000002
1605040019,SHEVONAL,EMILIO SAN MARTIN,REQUENA,314,Intercuenca 49913,84.27993000000001
1605040023,28 DE JULIO,EMILIO SAN MARTIN,REQUENA,326,Intercuenca 49913,53.77806
1605040024,VARGAS GUERRA,EMILIO SAN MARTIN,REQUENA,109,Intercuenca 49913,36.57926125
1605040026,ZAPATILLA II ZONA,EMILIO SAN MARTIN,REQUENA,387,Intercuenca 49913,51.14666
1605040025,ZAPATILLA I ZONA,EMILIO SAN MARTIN,REQUENA,236,Intercuenca 49913,53.776501249999995
1605040022,JORDAN,EMILIO SAN MARTIN,REQUENA,101,Intercuenca 49913,66.608935
1605040016,TAHUANTINSUYO,EMILIO SAN MARTIN,REQUENA,76,Intercuenca 49913,39.7140125
1605040018,PERLITA,EMILIO SAN MARTIN,REQUENA,168,Intercuenca 49913,87.402205
1605040009,LAGO SAN MARCOS,EMILIO SAN MARTIN,REQUENA,471,Intercuenca 49913,43.40661375
1605040007,SAN ANTONIO VIEJO,EMILIO SAN MARTIN,REQUENA,91,Intercuenca 49913,38.0673975
1605040028,SAN JUAN DE CUMACEVA,EMILIO SAN MARTIN,REQUENA,118,Intercuenca 49913,7.29977875
1605040030,NUEVO AYPENA,EMILIO SAN MARTIN,REQUENA,65,Intercuenca 49913,8.5726975
1605040029,VICTOR RAUL,EMILIO SAN MARTIN,REQUENA,75,Intercuenca 49913,14.0489425
1605050003,CARACHAMA,MAQUIA,REQUENA,525,Intercuenca 49913,54.60241500000001
1605050015,OBRERO,MAQUIA,REQUENA,273,Intercuenca 49913,101.28637125
1605050016,SANTA ELENA,MAQUIA,REQUENA,58,Intercuenca 49913,82.06877125
1605050021,SAN MARTIN DE PIURI ISLA,MAQUIA,REQUENA,259,Intercuenca 49913,62.536196249999996
1605050025,NUEVA ESPERANZA,MAQUIA,REQUENA,141,Intercuenca 49913,55.48580625
1605050035,MAQUIA TIPISHCA,MAQUIA,REQUENA,106,Intercuenca 49913,55.146738750000004
1605050029,ENCANTO SIUCA CA_O,MAQUIA,REQUENA,241,Intercuenca 49913,16.89675
1605050041,RAYO,MAQUIA,REQUENA,92,Intercuenca 49913,5.83632125
1605050044,ARICA,MAQUIA,REQUENA,52,Intercuenca 49913,7.2483125
1605050002,VICTORIA,MAQUIA,REQUENA,811,Intercuenca 49913,83.79024874999999
1605050018,SANTA CLOTILDE,MAQUIA,REQUENA,63,Intercuenca 49913,76.44454375000001
1605050012,NUEVO JUNIN,MAQUIA,REQUENA,371,Intercuenca 49913,46.7210025
1605050027,TALARA,MAQUIA,REQUENA,160,Intercuenca 49913,89.38390375
1605060019,HUACRACHIRO,PUINAHUA,REQUENA,793,Intercuenca 49913,38.60934375
1605060016,BELLAVISTA,PUINAHUA,REQUENA,256,Intercuenca 49913,45.99220625
1605060017,LAS PALMAS,PUINAHUA,REQUENA,356,Intercuenca 49913,38.699735000000004
1605060003,MANCO CAPAC,PUINAHUA,REQUENA,492,Intercuenca 49913,52.006125000000004
1605090004,PUERTO ARCE,TAPICHE,REQUENA,69,Intercuenca 49913,11.692620000000002
1606050023,SAN RAMON,SARAYACU,UCAYALI,283,Intercuenca 49913,40.81221
1606050020,7 DE JUNIO,SARAYACU,UCAYALI,51,Intercuenca 49913,30.2116
1606050066,SARAYACU,SARAYACU,UCAYALI,259,Intercuenca 49913,35.94569
1606050040,MONTE BELLO,SARAYACU,UCAYALI,645,Intercuenca 49913,58.352048749999994
1606050028,CHICLAYO,SARAYACU,UCAYALI,232,Intercuenca 49913,79.94072
1606050049,NUEVO DOS DE MAYO,SARAYACU,UCAYALI,293,Intercuenca 49913,23.59536375
1606060006,VICTOR ANDRES BELAUNDE,VARGAS GUERRA,UCAYALI,221,Intercuenca 49913,52.74290625
1606060015,GARZA CA_aeO,VARGAS GUERRA,UCAYALI,110,Intercuenca 49913,114.68216125
1605060006,URARINAS,PUINAHUA,REQUENA,219,Intercuenca 49913,15.2022825
1605030004,NUEVO BAGAZAN,CAPELO,REQUENA,176,Intercuenca 49913,7.7033325
1605060018,NUEVA INDEPENDENCIA,PUINAHUA,REQUENA,79,Intercuenca 49913,37.216265
1605050005,BOLIVAR,MAQUIA,REQUENA,226,Intercuenca 49913,30.62133625
1605050001,SANTA ISABEL,MAQUIA,REQUENA,128,Intercuenca 49913,61.6650975
1605040004,SINTICO,EMILIO SAN MARTIN,REQUENA,274,Intercuenca 49913,48.16105
1605040002,SANTA FE,EMILIO SAN MARTIN,REQUENA,826,Intercuenca 49913,50.465443750000006
1605060001,BRETA_A,PUINAHUA,REQUENA,1612,Intercuenca 49913,56.281650000000006
1607020019,SAN JUAN,CAHUAPANAS,DATEM DEL MARA_ON,124,Cuenca Carhuapanas,27.046805000000003
1607020023,NUEVO PROGRESO,CAHUAPANAS,DATEM DEL MARA_ON,65,Cuenca Carhuapanas,78.78722375
1607020034,SAMARIA,CAHUAPANAS,DATEM DEL MARA_ON,154,Cuenca Carhuapanas,109.38432375000001
1607020035,SAN RAMON,CAHUAPANAS,DATEM DEL MARA_ON,221,Cuenca Carhuapanas,110.19551249999999
1607020029,SACHAVACA,CAHUAPANAS,DATEM DEL MARA_ON,244,Cuenca Carhuapanas,124.8757325
1607020030,SAN MIGUEL,CAHUAPANAS,DATEM DEL MARA_ON,155,Cuenca Carhuapanas,114.57103125
1607020024,CENTRO AMERICA,CAHUAPANAS,DATEM DEL MARA_ON,121,Cuenca Carhuapanas,50.05183625
1607020020,ZAPOTE,CAHUAPANAS,DATEM DEL MARA_ON,193,Cuenca Carhuapanas,117.15212500000001
1607020021,PALMICHE,CAHUAPANAS,DATEM DEL MARA_ON,569,Cuenca Carhuapanas,104.90367499999999
1607020022,CHACATAN,CAHUAPANAS,DATEM DEL MARA_ON,250,Cuenca Carhuapanas,103.07757
1607020016,INCHIYACU,CAHUAPANAS,DATEM DEL MARA_ON,133,Cuenca Carhuapanas,26.263195
1607020017,PANDORA,CAHUAPANAS,DATEM DEL MARA_ON,138,Cuenca Carhuapanas,66.5844275
1607020018,SAN PEDRO DE YANAYAQUILLO,CAHUAPANAS,DATEM DEL MARA_ON,157,Cuenca Carhuapanas,80.35562375
1607020015,SINCHI ROCA,CAHUAPANAS,DATEM DEL MARA_ON,89,Cuenca Carhuapanas,40.17907
1607020026,SAN ISIDRO,CAHUAPANAS,DATEM DEL MARA_ON,91,Cuenca Carhuapanas,96.280495
1607020028,NUEVO CAJAMARCA,CAHUAPANAS,DATEM DEL MARA_ON,62,Cuenca Carhuapanas,39.913725
1607020031,SANTA LUCIA,CAHUAPANAS,DATEM DEL MARA_ON,154,Cuenca Carhuapanas,92.15139875
1607020037,PUEBLO CHAYAHUITAS,CAHUAPANAS,DATEM DEL MARA_ON,231,Cuenca Carhuapanas,120.49386
1607020032,28 DE JULIO DEL SILLAY,CAHUAPANAS,DATEM DEL MARA_ON,99,Cuenca Carhuapanas,117.83890125
1607020039,PUERTO LIBRE,CAHUAPANAS,DATEM DEL MARA_ON,93,Cuenca Carhuapanas,85.5138425
1607020038,KAUPAN,CAHUAPANAS,DATEM DEL MARA_ON,471,Cuenca Carhuapanas,1.42402875
1607020027,SANTA MARTHA,CAHUAPANAS,DATEM DEL MARA_ON,183,Cuenca Carhuapanas,62.7397675
1607020042,PUERTO AMERICA,CAHUAPANAS,DATEM DEL MARA_ON,39,Cuenca Carhuapanas,23.63834625
1607020049,CHOPILOMA,CAHUAPANAS,DATEM DEL MARA_ON,92,Cuenca Carhuapanas,54.51132
1607020045,SANTA CLARA,CAHUAPANAS,DATEM DEL MARA_ON,14,Cuenca Carhuapanas,108.534275
1607020048,MIRAFLORES,CAHUAPANAS,DATEM DEL MARA_ON,23,Cuenca Carhuapanas,101.94574125
1607020043,PIJUAYAL,CAHUAPANAS,DATEM DEL MARA_ON,53,Cuenca Carhuapanas,108.71389124999999
1607020056,SANTA ROSA DE ARIPARI,CAHUAPANAS,DATEM DEL MARA_ON,73,Cuenca Carhuapanas,29.262966249999998
1607020001,SANTA MARIA  DE CAHUAPANA,CAHUAPANAS,DATEM DEL MARA_ON,824,Cuenca Carhuapanas,70.2507875
1607020013,BUENOS AIRES,CAHUAPANAS,DATEM DEL MARA_ON,154,Cuenca Carhuapanas,50.98518375
1607020014,BARRANQUITA,CAHUAPANAS,DATEM DEL MARA_ON,307,Cuenca Carhuapanas,54.00686
1607020007,SANTA ELENA,CAHUAPANAS,DATEM DEL MARA_ON,155,Cuenca Carhuapanas,34.8985675
1607010032,SAN JUAN DE MIRAFLORES,BARRANCA,DATEM DEL MARA_ON,58,Cuenca Potro,12.00544875
1607010048,COPAL,BARRANCA,DATEM DEL MARA_ON,192,Cuenca Potro,19.4007675
1607010052,NUEVO PROGRESO,BARRANCA,DATEM DEL MARA_ON,98,Cuenca Potro,15.9922375
1607010040,BUENA VISTA,BARRANCA,DATEM DEL MARA_ON,46,Cuenca Potro,0.12247250000000001
1607010054,NUEVO PONGO,BARRANCA,DATEM DEL MARA_ON,62,Cuenca Potro,13.3289925
1607010053,HACHAPOZA,BARRANCA,DATEM DEL MARA_ON,53,Cuenca Potro,24.33236125
1607010074,WAWAJIN,BARRANCA,DATEM DEL MARA_ON,16,Cuenca Potro,8.372325
1607010041,PACHACUTEC,BARRANCA,DATEM DEL MARA_ON,193,Cuenca Potro,28.4450975
1607010001,SAN LORENZO,BARRANCA,DATEM DEL MARA_ON,6532,Intercuenca 49871,132.26226749999998
1607010033,BRISTOL,BARRANCA,DATEM DEL MARA_ON,92,Intercuenca 49871,82.41100625
1607010026,URUGUAY,BARRANCA,DATEM DEL MARA_ON,50,Intercuenca 49871,108.3838275
1607010005,SAN JUAN DE SABALO,BARRANCA,DATEM DEL MARA_ON,114,Intercuenca 49871,121.52222749999999
1607010006,SANTA ROSA DE SABALO,BARRANCA,DATEM DEL MARA_ON,164,Intercuenca 49871,119.191155
1607010027,MONZANTE,BARRANCA,DATEM DEL MARA_ON,176,Intercuenca 49871,121.21945625
1607010076,SAN MIGUEL,BARRANCA,DATEM DEL MARA_ON,24,Intercuenca 49871,35.82779625
1607020006,BOCA DE CAHUAPANAS,CAHUAPANAS,DATEM DEL MARA_ON,80,Intercuenca 49871,69.91826
1607010034,MIRAFLORES I,BARRANCA,DATEM DEL MARA_ON,72,Intercuenca 49871,65.726735
1607010036,MOJARAYACU,BARRANCA,DATEM DEL MARA_ON,88,Intercuenca 49871,45.57233
1607010064,SAN ANTONIO,BARRANCA,DATEM DEL MARA_ON,373,Intercuenca 49871,51.85788375
1605070003,VISTA ALEGRE,SAQUENA,REQUENA,194,Intercuenca 49911,27.5510475
1605010007,LUCIANA,REQUENA,REQUENA,55,Intercuenca 49911,73.97692875
1605070005,LIBERTAD,SAQUENA,REQUENA,198,Intercuenca 49911,38.818760000000005
1605070016,JORGE CHAVEZ,SAQUENA,REQUENA,151,Intercuenca 49911,30.431839999999998
1605070008,EL SOL,SAQUENA,REQUENA,310,Intercuenca 49911,64.94372
1605070007,28 DE JULIO,SAQUENA,REQUENA,190,Intercuenca 49911,72.58248999999999
1605070015,FLOR DE CASTA_aeA,SAQUENA,REQUENA,309,Intercuenca 49911,37.24516625
1605070010,CAPITAN CLAVERO,SAQUENA,REQUENA,369,Intercuenca 49911,22.6366825
1605070006,NUEVO YUCURUCHI,SAQUENA,REQUENA,234,Intercuenca 49911,54.925397499999995
1605070004,SAN JOSE DE PARANAPURA,SAQUENA,REQUENA,117,Intercuenca 49911,42.3271975
1605100013,NUEVO AUCUYACU,JENARO HERRERA,REQUENA,62,Intercuenca 49911,60.448313750000004
1605100009,YANALLPA,JENARO HERRERA,REQUENA,292,Intercuenca 49911,25.188173749999997
1605070014,SAPUENA,SAQUENA,REQUENA,506,Intercuenca 49911,38.96618875
1605100004,CEDRO ISLA,JENARO HERRERA,REQUENA,228,Intercuenca 49911,37.121215
1605100010,11 DE AGOSTO,JENARO HERRERA,REQUENA,67,Intercuenca 49911,70.98784625
1605100001,JENARO HERRERA,JENARO HERRERA,REQUENA,3450,Intercuenca 49911,59.035407500000005
1605070001,BAGAZAN,SAQUENA,REQUENA,1152,Intercuenca 49911,28.187511250000004
1605070017,PTO. MIGUEL,SAQUENA,REQUENA,11,Intercuenca 49911,30.35991375
1601030124,JALDAR,FERNANDO LORES,MAYNAS,65,Intercuenca 49911,10.84571875
1607030036,SACHAPAPA,MANSERICHE,DATEM DEL MARA_ON,735,Intercuenca 49877,0.22270375
1607030031,PALESTINA,MANSERICHE,DATEM DEL MARA_ON,151,Intercuenca 49877,22.9863225
1607030034,ATAHUALPA,MANSERICHE,DATEM DEL MARA_ON,628,Intercuenca 49877,67.6813975
1607030038,HUASCAR,MANSERICHE,DATEM DEL MARA_ON,55,Intercuenca 49877,0.5058725
1607030029,ATLANTIDA,MANSERICHE,DATEM DEL MARA_ON,93,Intercuenca 49877,50.622544999999995
1607030020,FELIX FLORES,MANSERICHE,DATEM DEL MARA_ON,275,Intercuenca 49877,34.48307
1607030016,GASOLINA,MANSERICHE,DATEM DEL MARA_ON,124,Intercuenca 49877,50.7828225
1607030019,CHOTE,MANSERICHE,DATEM DEL MARA_ON,89,Intercuenca 49877,45.01796875
1607030009,OROPRETO,MANSERICHE,DATEM DEL MARA_ON,49,Intercuenca 49877,44.32411
1607030007,NUEVA ALEGRIA,MANSERICHE,DATEM DEL MARA_ON,139,Intercuenca 49877,48.547216250000005
1607030008,CHORROS,MANSERICHE,DATEM DEL MARA_ON,77,Intercuenca 49877,28.81048125
1607030003,AJACHIN,MANSERICHE,DATEM DEL MARA_ON,241,Intercuenca 49877,25.75981125
1607030004,CHAPIS,MANSERICHE,DATEM DEL MARA_ON,263,Intercuenca 49877,33.79300875
1607030005,CAPERNAUM,MANSERICHE,DATEM DEL MARA_ON,77,Intercuenca 49877,49.86382375
1607030040,NUEVA ALIANZA,MANSERICHE,DATEM DEL MARA_ON,84,Intercuenca 49877,67.68613125
1607030010,JERUSALEN,MANSERICHE,DATEM DEL MARA_ON,193,Intercuenca 49877,66.59881625
1607030015,SINCHI ROCA,MANSERICHE,DATEM DEL MARA_ON,159,Intercuenca 49877,39.29316875
1607030017,YANAYACU,MANSERICHE,DATEM DEL MARA_ON,93,Intercuenca 49877,68.973765
1607030018,LIBANO,MANSERICHE,DATEM DEL MARA_ON,61,Intercuenca 49877,67.2491225
1607030033,NUEVO BELEN,MANSERICHE,DATEM DEL MARA_ON,183,Intercuenca 49877,54.74104125
1607030032,NAZARETH,MANSERICHE,DATEM DEL MARA_ON,52,Intercuenca 49877,12.9640725
1607030037,SOLEDAD,MANSERICHE,DATEM DEL MARA_ON,240,Intercuenca 49877,7.4324475
1607030035,NAPURUKA,MANSERICHE,DATEM DEL MARA_ON,252,Intercuenca 49877,2.78094625
1607030014,PIJUAYAL,MANSERICHE,DATEM DEL MARA_ON,187,Intercuenca 49877,39.699121250000005
1607030013,SANTA ROSA,MANSERICHE,DATEM DEL MARA_ON,177,Intercuenca 49877,41.433965
1607030042,TUPAC AMARU,MANSERICHE,DATEM DEL MARA_ON,39,Intercuenca 49877,3.4631700000000003
1607030047,BETHEL,MANSERICHE,DATEM DEL MARA_ON,31,Intercuenca 49877,26.7547875
1607030046,PUERTO LINDA,MANSERICHE,DATEM DEL MARA_ON,177,Intercuenca 49877,23.04018125
1607030045,NACACUY,MANSERICHE,DATEM DEL MARA_ON,28,Intercuenca 49877,16.6380275
1607030043,TRIUNFO,MANSERICHE,DATEM DEL MARA_ON,40,Intercuenca 49877,40.918260000000004
1607030039,SHIMPI,MANSERICHE,DATEM DEL MARA_ON,62,Intercuenca 49877,18.139432499999998
1607030041,KUJI,MANSERICHE,DATEM DEL MARA_ON,81,Intercuenca 49877,23.3266125
1607030048,SETENTA,MANSERICHE,DATEM DEL MARA_ON,58,Intercuenca 49877,21.662767499999998
1607030001,SARAMIRIZA,MANSERICHE,DATEM DEL MARA_ON,1555,Intercuenca 49877,67.61568375
1607030022,PUERTO ELISA,MANSERICHE,DATEM DEL MARA_ON,269,Intercuenca 49877,36.395345
1607030030,ALFONSO UGARTE,MANSERICHE,DATEM DEL MARA_ON,199,Intercuenca 49877,70.95665875
1607030028,SAN JUAN,MANSERICHE,DATEM DEL MARA_ON,424,Intercuenca 49877,64.678325
1607030026,VENCEDOR,MANSERICHE,DATEM DEL MARA_ON,95,Intercuenca 49877,29.782049999999998
1607030002,BORJA,MANSERICHE,DATEM DEL MARA_ON,522,Intercuenca 49877,27.33974375
1607030025,LIMON,MANSERICHE,DATEM DEL MARA_ON,108,Intercuenca 49877,40.09000125
1607030027,ACAPULCO,MANSERICHE,DATEM DEL MARA_ON,99,Intercuenca 49877,16.03894625
1607030024,28 DE JULIO,MANSERICHE,DATEM DEL MARA_ON,131,Intercuenca 49877,18.1553925
1607010020,SAN JOSE,BARRANCA,DATEM DEL MARA_ON,62,Intercuenca 49873,29.2683525
1607010022,GALLITO,BARRANCA,DATEM DEL MARA_ON,18,Intercuenca 49873,39.38957875
1607010002,BARRANCA,BARRANCA,DATEM DEL MARA_ON,554,Intercuenca 49873,68.22667125000001
1607010063,NUEVA UNION,BARRANCA,DATEM DEL MARA_ON,46,Intercuenca 49873,93.30721875
1607010015,BOCA SASIPAHUA,BARRANCA,DATEM DEL MARA_ON,108,Intercuenca 49873,31.117895
1607010003,SAN JUAN DE SASIPAHUA,BARRANCA,DATEM DEL MARA_ON,90,Intercuenca 49873,23.5015975
1607010016,ESTRELLA,BARRANCA,DATEM DEL MARA_ON,303,Intercuenca 49873,57.877323749999995
1607010017,LAUREL,BARRANCA,DATEM DEL MARA_ON,174,Intercuenca 49873,60.661285
1607010024,ANGAMOS,BARRANCA,DATEM DEL MARA_ON,249,Intercuenca 49873,89.02401125
1607010062,LURIN,BARRANCA,DATEM DEL MARA_ON,29,Intercuenca 49873,76.31205625
1601030095,ESPERANZA,FERNANDO LORES,MAYNAS,413,Cuenca Tahuayo,55.62845125
1601030113,BUENA VISTA,FERNANDO LORES,MAYNAS,117,Cuenca Tahuayo,15.0363575
1601030070,NUEVO VALENTIN,FERNANDO LORES,MAYNAS,191,Cuenca Tahuayo,60.11304749999999
1601030081,PUNGA,FERNANDO LORES,MAYNAS,83,Cuenca Tahuayo,53.540785
1601030077,HUAYSI,FERNANDO LORES,MAYNAS,88,Cuenca Tahuayo,57.929873750000006
1601030089,CANAAN,FERNANDO LORES,MAYNAS,100,Cuenca Tahuayo,51.719202499999994
1601030097,NUEVA ESPERANZA,FERNANDO LORES,MAYNAS,49,Cuenca Tahuayo,47.48347625
1601030102,SAN CARLOS,FERNANDO LORES,MAYNAS,54,Cuenca Tahuayo,52.521805
1601030118,EL CHINO,FERNANDO LORES,MAYNAS,199,Cuenca Tahuayo,16.870217500000003
1601030111,EL CHARO,FERNANDO LORES,MAYNAS,50,Cuenca Tahuayo,10.332015
1601030109,SAN JUAN DE CUNSHICO COCH,FERNANDO LORES,MAYNAS,44,Cuenca Tahuayo,27.254086249999997
1601030125,NUEVO JERUSALEN,FERNANDO LORES,MAYNAS,89,Cuenca Tahuayo,5.6984537500000005
1601030085,SANTA CRUZ,FERNANDO LORES,MAYNAS,114,Cuenca Tahuayo,48.56833125
1601030074,CHAVIN,FERNANDO LORES,MAYNAS,62,Cuenca Tahuayo,59.405325
1601030064,NUEVO TRIUNFO,FERNANDO LORES,MAYNAS,96,Cuenca Tahuayo,58.73658125
1601030054,NUEVO SAN MARTIN,FERNANDO LORES,MAYNAS,125,Cuenca Tahuayo,51.24614625
1601030122,PUERTO MIGUEL,FERNANDO LORES,MAYNAS,373,Cuenca Tahuayo,4.5663
1601030119,SAN FERNANDO,FERNANDO LORES,MAYNAS,76,Intercuenca 49799,61.941665
1601030104,EL PORVENIR I ZONA,FERNANDO LORES,MAYNAS,248,Intercuenca 49799,39.42864125
1601030053,SANTA LUCINDA,FERNANDO LORES,MAYNAS,94,Intercuenca 49799,46.39110125
1601030084,SAN JOSE DE OMAGUAS,FERNANDO LORES,MAYNAS,187,Intercuenca 49799,59.343999999999994
1601030083,YACAPANA I ZONA,FERNANDO LORES,MAYNAS,101,Intercuenca 49799,57.22906625
1601030075,MANGUA,FERNANDO LORES,MAYNAS,96,Intercuenca 49799,25.784069999999996
1601030078,8 DE MAYO,FERNANDO LORES,MAYNAS,65,Intercuenca 49799,24.30111875
1601030067,CENTRO AMERICA,FERNANDO LORES,MAYNAS,161,Intercuenca 49799,25.48088875
1601030045,SAN JORGE,FERNANDO LORES,MAYNAS,50,Intercuenca 49799,44.0532125
1601030080,TAPIRA NUEVO I ZONA,FERNANDO LORES,MAYNAS,98,Intercuenca 49799,49.108138749999995
1603010014,HIPOLITO UNANUE,NAUTA,LORETO,353,Intercuenca 49799,40.02008125
1603010011,SAN RAFAEL DE TAPIRILLO,NAUTA,LORETO,86,Intercuenca 49799,46.781907499999996
1603010010,TIERRA PROMETIDA,NAUTA,LORETO,11,Intercuenca 49799,45.09992125
1603010013,SANTA MARIA DE FATIMA,NAUTA,LORETO,124,Intercuenca 49799,69.44420375
1603010008,VILLA PUERTO CRUZ,NAUTA,LORETO,65,Intercuenca 49799,55.710628750000005
1603010009,NUEVO MUNDO,NAUTA,LORETO,132,Intercuenca 49799,68.33538375
1603010007,SAN JUAN DE PURITANIA,NAUTA,LORETO,272,Intercuenca 49799,67.75809625
1603010005,BUENA UNION,NAUTA,LORETO,238,Intercuenca 49799,72.94008749999999
1603010006,2 DE MAYO,NAUTA,LORETO,142,Intercuenca 49799,71.99059125000001
1601030052,LUCERO PATA,FERNANDO LORES,MAYNAS,82,Intercuenca 49799,31.84584125
1601030086,TAPIRA GRANDE,FERNANDO LORES,MAYNAS,28,Intercuenca 49799,63.6963925
1603010004,SAN JOAQUIN DE OMAGUAS,NAUTA,LORETO,597,Intercuenca 49799,70.81253375
1601030121,SAN JUAN DE YANAYACU,FERNANDO LORES,MAYNAS,118,Intercuenca 49799,4.76016375
1601030094,NUEVO JUNIN,FERNANDO LORES,MAYNAS,184,Intercuenca 49799,38.1974225
1601030103,AYACUCHO TIPISHCA,FERNANDO LORES,MAYNAS,144,Intercuenca 49799,36.40416875
1601030068,SAN SALVADOR DE OMAGUA,FERNANDO LORES,MAYNAS,308,Intercuenca 49799,51.88565375
1601030060,SE_OR DE LOS MILAGROS,FERNANDO LORES,MAYNAS,90,Intercuenca 49799,45.766026249999996
1601030073,NUEVA PRIMAVERA,FERNANDO LORES,MAYNAS,135,Intercuenca 49799,50.428948750000004
1601030087,CENTRO YAPACANA,FERNANDO LORES,MAYNAS,210,Intercuenca 49799,61.2907525
1601030046,BUENAS NUEVAS,FERNANDO LORES,MAYNAS,50,Intercuenca 49799,32.14268
1601030107,SAN JOSE DEL AMAZONAS,FERNANDO LORES,MAYNAS,55,Intercuenca 49799,36.31397125
1601030093,24 DE JUNIO,FERNANDO LORES,MAYNAS,46,Intercuenca 49799,22.937731250000002
1601030098,FOMENTO,FERNANDO LORES,MAYNAS,116,Intercuenca 49799,55.1553375
1601030079,NUEVO TRUJILLO,FERNANDO LORES,MAYNAS,76,Intercuenca 49799,34.432265
1601030056,TAPIRA CHICO,FERNANDO LORES,MAYNAS,77,Intercuenca 49799,14.6956075
1601130031,3 DE FEBRERO,SAN JUAN BAUTISTA,MAYNAS,441,Cuenca Itaya,92.4833025
1601130022,PE_A NEGRA,SAN JUAN BAUTISTA,MAYNAS,530,Cuenca Itaya,99.36194125
1601120058,PE_A BLANCA,BELEN,MAYNAS,85,Cuenca Itaya,41.15261125
1601130021,PALO SECO,SAN JUAN BAUTISTA,MAYNAS,84,Cuenca Itaya,100.04207625000001
1601130041,SANTA MARTHA,BELEN,MAYNAS,88,Cuenca Itaya,50.40043125
1603010099,1_ DE FEBRERO,NAUTA,LORETO,213,Cuenca Itaya,59.594908749999995
1601130056,CAHUIDE,SAN JUAN BAUTISTA,MAYNAS,604,Cuenca Itaya,91.92425250000001
1601130055,26 DE ABRIL,SAN JUAN BAUTISTA,MAYNAS,209,Cuenca Itaya,95.82945124999999
1601130046,TRIUNFO,SAN JUAN BAUTISTA,MAYNAS,336,Cuenca Itaya,98.385745
1601130037,EX PETROLERO I ZONA,SAN JUAN BAUTISTA,MAYNAS,439,Cuenca Itaya,102.74847125
1601130033,NUEVO HORIZONTE,SAN JUAN BAUTISTA,MAYNAS,378,Cuenca Itaya,97.32561
1601130032,PAUJIL,SAN JUAN BAUTISTA,MAYNAS,120,Cuenca Itaya,101.71502375000001
1601130036,VILLA BUEN PASTOR,SAN JUAN BAUTISTA,MAYNAS,206,Cuenca Itaya,131.42242
1601130025,MORALILLO,SAN JUAN BAUTISTA,MAYNAS,585,Cuenca Itaya,84.11825625
1601120001,BELEN,BELEN,MAYNAS,57824,Cuenca Itaya,23.27101875
1601010001,IQUITOS,IQUITOS,MAYNAS,155029,Cuenca Itaya,26.22183125
1601080001,PUNCHANA,PUNCHANA,MAYNAS,69308,Cuenca Itaya,29.2912025
1601130016,25 DE ENERO,SAN JUAN BAUTISTA,MAYNAS,365,Cuenca Itaya,73.94292625
1601130013,BELEN DE JUDA,SAN JUAN BAUTISTA,MAYNAS,83,Cuenca Itaya,123.2060425
1601130066,SOLEDAD,SAN JUAN BAUTISTA,MAYNAS,118,Cuenca Itaya,105.701435
1601120050,28 DE JULIO,BELEN,MAYNAS,107,Cuenca Itaya,87.315705
1601130029,24 DE JUNIO,SAN JUAN BAUTISTA,MAYNAS,31,Cuenca Itaya,111.40711125
1601130030,PAUJIL III ZONA,SAN JUAN BAUTISTA,MAYNAS,102,Cuenca Itaya,32.23818625
1601130045,SAN LUCAS,SAN JUAN BAUTISTA,MAYNAS,501,Cuenca Itaya,101.532105
1601130075,24 DE OCTUBRE,SAN JUAN BAUTISTA,MAYNAS,47,Cuenca Itaya,80.81136125
1601130078,NUEVO TRIUNFO,SAN JUAN BAUTISTA,MAYNAS,58,Cuenca Itaya,83.72908125000001
1601130079,HUAMBE,SAN JUAN BAUTISTA,MAYNAS,141,Cuenca Itaya,105.940715
1601130049,HABANA,SAN JUAN BAUTISTA,MAYNAS,62,Cuenca Itaya,95.1220625
1601130086,NUEVO SAN JUAN,SAN JUAN BAUTISTA,MAYNAS,192,Cuenca Itaya,73.00783
1601130063,BUENA ESPERANZA,SAN JUAN BAUTISTA,MAYNAS,45,Cuenca Itaya,60.6758675
1601130064,SANTA BARBARA,SAN JUAN BAUTISTA,MAYNAS,112,Cuenca Itaya,66.58099250000001
