province,district,village,ccpp_id,population,river_name,hydro_name_ana,hydro_name_l6,hydro_name_l7,adef
LORETO,"NAUTA",EL CERRO,1603010020,111,Rio Nahuada,Cuenca Tigre,Hydro7,Hydro77,0.9459666
LORETO,"NAUTA",NUEVA UNION,1603010021,78,Rio Nahuada,Cuenca Tigre,Hydro7,Hydro77,0.30661585
LORETO,"NAUTA",SAN JUAN DE LAGUNILLAS,1603010051,380,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro32,3.55894373
LORETO,"NAUTA",ESPARTA,1603010042,70,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro32,5.71152842
LORETO,"NAUTA",VILLA LUCERNA,1603010066,47,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,2.5251890599999998
LORETO,"NAUTA",SAN JOSE DE SARAPANGA,1603010048,109,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,3.38121457
LORETO,"NAUTA",BETSAIDA,1603010012,20,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,3.4759449
LORETO,"NAUTA",SANTA FE,1603010077,164,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,5.25649909
LORETO,"NAUTA",PAYOROTE,1603010018,241,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,4.32341423
LORETO,"NAUTA",FIRMEZA,1603010062,111,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro32,2.84525116
LORETO,"NAUTA",SUCRE,1603010073,378,Rio Marañon,Intercuenca Bajo Marañón,Hydro6,Hydro32,4.81756739
LORETO,"NAUTA",BELLO HORIZONTE,1603010102,42,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,4.53507488
LORETO,"NAUTA",PUERTO ORLANDO,1603010036,179,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,6.55083885
LORETO,"NAUTA",GRAN PUNTA,1603010054,210,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,4.49979833
LORETO,"NAUTA",VILLA BUEN FIN,1603010040,29,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,5.4150589
LORETO,"NAUTA",ACCION POPULAR,1603010049,46,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,4.7778203
LORETO,"NAUTA",IQUITOS,1603010029,2,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,2.52685693
LORETO,"NAUTA",VILLA CRISTIANA,1603010065,46,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,5.46371256
LORETO,"NAUTA",VILLA NUEVO CRUZADORES,1603010050,60,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,5.46371256
LORETO,PARINARI,ATENAS,1603020013,159,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro38,4.40947026
LORETO,PARINARI,SANTA RITA DE CASTILLA,1603020002,1526,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro38,5.22618563
LORETO,"NAUTA",SAN FRANCISCO DE CHOROYAC,1603010026,65,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro38,0.65952153
LORETO,TIGRE,NUEVO REMANENTE,1603030041,84,Qda Aleman,Cuenca Tigre,Hydro7,Hydro78,2.3381020699999997
LORETO,TIGRE,INTUTO,1603030001,1688,Rio Tigre,Cuenca Tigre,Hydro7,Hydro45,4.2937638400000004
LORETO,TIGRE,SANTA CLARA DE YARINAL,1603030014,85,Rio Tigre,Cuenca Tigre,Hydro7,Hydro45,4.95496664
LORETO,TIGRE,ALFONSO UGARTE,1603030013,99,Rio Tigre,Cuenca Tigre,Hydro7,Hydro45,4.66245967
LORETO,TIGRE,PAMPA HERMOSA,1603030011,25,Rio Tigre,Cuenca Tigre,Hydro7,Hydro78,0.45602618
LORETO,TIGRE,VISTA ALEGRE,1603030007,166,Rio Tigre,Cuenca Tigre,Hydro7,Hydro78,3.01921644
LORETO,TROMPETEROS,NVO PARAISO,1603040036,43,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,0.46704352
LORETO,TROMPETEROS,NUEVO TRIUNFO,1603040039,86,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,1.86249802
LORETO,TROMPETEROS,PUCACURO,1603040016,485,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,2.52241232
LORETO,TROMPETEROS,ANTIOQUIA,1603040005,81,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,2.3171586
LORETO,URARINAS,NUEVA UNION,1603050039,88,Rio Tigrillo,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,0.92958725
LORETO,URARINAS,SANTA MARTHA,1603050036,94,Rio Tigrillo,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,0.7970861499999999
LORETO,URARINAS,PUERTO RICO,1603050023,55,Rio Tigrillo,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,0.66482203
LORETO,URARINAS,PANDORA,1603050034,144,Rio Tigrillo,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,1.5434687
LORETO,URARINAS,BAYA YACU,1603050022,112,Rio Tigrillo,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,0.84028004
LORETO,URARINAS,CALIFORNIA,1603050056,6,Rio Urituyacu,Intercuenca Medio Bajo Marañón,Hydro6,Hydro48,0.73579062
LORETO,URARINAS,CAFETAL,1603050059,35,Rio Urituyacu,Intercuenca Medio Bajo Marañón,Hydro6,Hydro48,0.52251172
LORETO,URARINAS,PINTUYACU,1603050044,33,Rio Urituyacu,Intercuenca Medio Bajo Marañón,Hydro6,Hydro48,1.67681319
LORETO,URARINAS,SAN ENRIQUE,1603050049,95,Rio Urituyacu,Intercuenca Medio Bajo Marañón,Hydro6,Hydro48,2.62044598
LORETO,URARINAS,NUEVO PUCUNA,1603050009,57,Rio Chambira,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,0.33337476
LORETO,URARINAS,SANTA TERESA,1603050026,72,Río Patayacu,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,1.10059486
LORETO,URARINAS,PETROLERAS,1603050013,50,Río Patayacu,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,1.22187646
LORETO,URARINAS,SANTA ELENA,1603050084,30,Río Patayacu,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,0.71507965
LORETO,URARINAS,CURUHUINSI,1603050027,58,Río Patayacu,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,0.09647658
LORETO,URARINAS,SANTA ROSA DE AIRICO,1603050011,86,Río Patayacu,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,0.64116348
LORETO,URARINAS,2 DE MAYO,1603050066,332,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro42,5.57040257
LORETO,URARINAS,URARINAS,1603050070,138,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro42,3.68938081
LORETO,URARINAS,NUEVO PERU,1603050090,21,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro42,1.29519974
MARISCAL RAMON CASTILLA,RAMON CASTILLA,SANTA CECILIA,1604010032,170,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro74,2.5653079
MARISCAL RAMON CASTILLA,RAMON CASTILLA,SAN PEDRO DE CACAO,1604010014,168,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro74,0.6960943199999999
MARISCAL RAMON CASTILLA,RAMON CASTILLA,NUEVA CREACION,1604010085,47,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro74,1.19926515
MARISCAL RAMON CASTILLA,RAMON CASTILLA,YAHUMA II ZONA,1604010094,114,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro74,3.40758356
MARISCAL RAMON CASTILLA,SAN PABLO,UNION PROGRESISTA,1604040028,166,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro5,7.18462476
MARISCAL RAMON CASTILLA,RAMON CASTILLA,NUEVO AMBIENTE,1604010018,6,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro74,3.36313394
MARISCAL RAMON CASTILLA,RAMON CASTILLA,SAN JUAN DE CACAO,1604010027,83,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro74,3.43029405
MARISCAL RAMON CASTILLA,RAMON CASTILLA,SAN ESTEBAN,1604010059,55,Qda Marichin,Intercuenca 4977,Hydro15,Hydro74,7.39820223
MARISCAL RAMON CASTILLA,RAMON CASTILLA,EDEN DE LA FRONTERA,1604010051,34,Qda Marichin,Intercuenca 4977,Hydro15,Hydro74,7.48312572
MARISCAL RAMON CASTILLA,RAMON CASTILLA,VILLA NUEVA ESPERANZA,1604010058,43,Qda Marichin,Intercuenca 4977,Hydro15,Hydro74,5.1022457
MARISCAL RAMON CASTILLA,RAMON CASTILLA,CENTRO UNIDO,1604010080,96,Qda Marichin,Intercuenca 4977,Hydro15,Hydro74,7.38219483
MARISCAL RAMON CASTILLA,RAMON CASTILLA,NUEVA VIDA,1604010084,48,Qda Agua Blanca,Intercuenca 4977,Hydro15,Hydro74,5.61714506
MARISCAL RAMON CASTILLA,RAMON CASTILLA,SANTA ROSA DE LIMA,1604010006,34,Rio Loretoyacu,Intercuenca 4977,Hydro15,Hydro74,1.684689
MARISCAL RAMON CASTILLA,PEBAS,PUERTO CONCEJERO,1604020060,7,Qda Ticuna,Intercuenca 4977,Hydro15,Hydro5,5.77931819
MARISCAL RAMON CASTILLA,PEBAS,YAHUAS,1604020061,38,Qda Ticuna,Intercuenca 4977,Hydro15,Hydro5,3.34293928
MARISCAL RAMON CASTILLA,PEBAS,SANTA ISABEL DE PICHANA,1604020045,207,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro5,6.17320259
MARISCAL RAMON CASTILLA,PEBAS,NUEVO ORIENTE,1604020033,172,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro6,3.17297846
MARISCAL RAMON CASTILLA,PEBAS,FERNANDO LORES DE CHAMBIR,1604020029,40,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro6,5.1108660299999995
MARISCAL RAMON CASTILLA,PEBAS,POBRE ALEGRE,1604020073,71,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro6,3.19917065
MARISCAL RAMON CASTILLA,PEBAS,SAN MATEO,1604020026,72,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro6,5.21608298
MARISCAL RAMON CASTILLA,PEBAS,HUITOTOS DE PUCAURQUILLO,1604020012,211,Rio Yahuasyacu,Intercuenca 4977,Hydro15,Hydro7,2.8245938
MARISCAL RAMON CASTILLA,PEBAS,TIERRA FIRME,1604020006,44,Rio Ampiyacu,Intercuenca 4977,Hydro15,Hydro7,1.26553976
MARISCAL RAMON CASTILLA,PEBAS,SABALILLO,1604020010,74,Rio Ampiyacu,Intercuenca 4977,Hydro15,Hydro7,0.0236534
MARISCAL RAMON CASTILLA,PEBAS,APAYACU,1604020030,207,Qda Yanayacu,Intercuenca 4977,Hydro15,Hydro8,0.7975810999999999
MARISCAL RAMON CASTILLA,PEBAS,BUEN JESUS DE PAZ,1604020049,207,Qda Pichanayacu,Intercuenca 4977,Hydro15,Hydro5,4.95263997
MARISCAL RAMON CASTILLA,PEBAS,TARSO,1604020071,12,Rio Cochiquinas,Intercuenca 4977,Hydro15,Hydro5,10.85329524
MARISCAL RAMON CASTILLA,PEBAS,PALOMETA,1604020032,23,Qda Palometa,Intercuenca 4977,Hydro15,Hydro6,2.73561217
MARISCAL RAMON CASTILLA,PEBAS,PALOMETILLO,1604020037,73,Qda Palometa,Intercuenca 4977,Hydro15,Hydro6,2.13524206
MARISCAL RAMON CASTILLA,YAVARI,28 DE JULIO,1604030026,41,Qda Gamboa,Intercuenca 4977,Hydro1,Hydro74,1.67975871
MARISCAL RAMON CASTILLA,YAVARI,PARINARI,1604030036,55,Rio Yavari,Cuenca Yavari,Hydro1,Hydro10,5.13247499
MARISCAL RAMON CASTILLA,SAN PABLO,SAN ALBERTO DE MOROYA,1604040038,136,Qda Morona,Intercuenca 4977,Hydro15,Hydro5,7.09737482
MARISCAL RAMON CASTILLA,SAN PABLO,VERBENA,1604040009,86,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro5,1.56282408
MARISCAL RAMON CASTILLA,SAN PABLO,ALFARO,1604040027,231,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro5,5.2313735
MARISCAL RAMON CASTILLA,SAN PABLO,SAN PABLO DE LORETO,1604040001,2554,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro5,8.31262567
MARISCAL RAMON CASTILLA,SAN PABLO,CAJOCUMA,1604040004,198,Qda Cajucomal,Intercuenca 4977,Hydro15,Hydro5,1.29172011
REQUENA,REQUENA,FRANCISCO BOLOGNESI,1605010028,44,Qda Yarina,Cuenca Tapiche,Hydro9,Hydro34,5.01256394
REQUENA,REQUENA,REQUENA,1605010001,22055,Qda Camana,Cuenca Tapiche,Hydro9,Hydro34,7.84379358
REQUENA,REQUENA,CONCORDANCIA,1605010031,34,Qda Aleman,Cuenca Tapiche,Hydro9,Hydro34,3.13391341
REQUENA,REQUENA,VILLA MONTE SINAI,1605010030,265,Qda Aleman,Cuenca Tapiche,Hydro9,Hydro34,3.1691164
REQUENA,TAPICHE,PUERTO ARCE,1605090004,69,Qda Sacarita Iberia,Intercuenca 49913,Hydro8,Hydro76,2.03406851
REQUENA,JENARO HERRERA,NUEVO AUCUYACU,1605100013,62,Qda Aucayacu,Intercuenca 49911,Hydro5,Hydro28,4.91774958
REQUENA,YAQUERANA,PUERTO ALEGRE,1605110016,272,Rio Yaquerana,Cuenca Yavari,Hydro1,Hydro30,3.22914732
REQUENA,YAQUERANA,BUENAS LOMAS ANTIGUA,1605110014,297,Qda Chobayacu,Cuenca Yavari,Hydro1,Hydro30,5.12652245
REQUENA,YAQUERANA,BUEN PERU,1605110009,101,Rio Galvez,Cuenca Yavari,Hydro1,Hydro31,2.1777603
REQUENA,YAQUERANA,NUEVO PAUJIL,1605110004,45,Rio Galvez,Cuenca Yavari,Hydro1,Hydro31,3.26539215
UCAYALI,SARAYACU,MIGUEL GRAU,1606050057,320,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro76,7.95381445
UCAYALI,SARAYACU,CHICLAYO,1606050028,232,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro76,6.58187006
UCAYALI,SARAYACU,NUEVO DOS DE MAYO,1606050049,293,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro76,6.04998232
UCAYALI,SARAYACU,7 DE JUNIO,1606050020,51,Qda Paynaco,Intercuenca 49913,Hydro8,Hydro39,1.02263122
UCAYALI,SARAYACU,SARAYACU,1606050066,259,Qda Sarayacu,Intercuenca 49913,Hydro8,Hydro76,1.30836496
DATEM DEL MARA_ON,BARRANCA,NUEVO PROGRESO,1607010052,98,Rio Potro,Cuenca Potro,Hydro13,Hydro58,1.06536805
DATEM DEL MARA_ON,BARRANCA,COPAL,1607010048,192,Rio Aichiyacu,Cuenca Potro,Hydro13,Hydro58,1.6061859
DATEM DEL MARA_ON,BARRANCA,BUENA VISTA,1607010040,46,Rio Aichiyacu,Cuenca Potro,Hydro13,Hydro58,1.77060571
DATEM DEL MARA_ON,BARRANCA,NUEVO PONGO,1607010054,62,Rio Aichiyacu,Cuenca Potro,Hydro13,Hydro58,1.18347225
DATEM DEL MARA_ON,BARRANCA,HACHAPOZA,1607010053,53,Rio Aichiyacu,Cuenca Potro,Hydro13,Hydro58,1.80993711
DATEM DEL MARA_ON,BARRANCA,SAN JUAN DE SABALO,1607010005,114,Qda Sabaloyacu,Intercuenca 49871,Hydro13,Hydro55,9.33725492
DATEM DEL MARA_ON,BARRANCA,SANTA ROSA DE SABALO,1607010006,164,Qda Sabaloyacu,Intercuenca 49871,Hydro13,Hydro55,9.82292121
DATEM DEL MARA_ON,BARRANCA,SAN MIGUEL,1607010076,24,Rio Marañon,Intercuenca 49871,Hydro13,Hydro55,3.2378430299999996
DATEM DEL MARA_ON,CAHUAPANAS,BOCA DE CAHUAPANAS,1607020006,80,Rio Marañon,Cuenca Carhuapanas,Hydro13,Hydro57,5.74285216
DATEM DEL MARA_ON,BARRANCA,URUGUAY,1607010026,50,Rio Marañon,Intercuenca 49871,Hydro13,Hydro55,8.74002191
DATEM DEL MARA_ON,MORONA,SAN FRANSISCO,1607040072,63,Rio Marañon,Intercuenca 49875,Hydro13,Hydro59,3.23948395
DATEM DEL MARA_ON,CAHUAPANAS,NUEVO PROGRESO,1607020023,65,Qda Huanyuyacu,Cuenca Carhuapanas,Hydro13,Hydro57,5.98463762
DATEM DEL MARA_ON,CAHUAPANAS,INCHIYACU,1607020016,133,Rio Cahuapanas,Cuenca Carhuapanas,Hydro13,Hydro57,1.63366279
DATEM DEL MARA_ON,CAHUAPANAS,CHOPILOMA,1607020049,92,Rio Cahuapanas,Cuenca Carhuapanas,Hydro13,Hydro57,3.92042592
DATEM DEL MARA_ON,CAHUAPANAS,SAN RAMON,1607020035,221,Rio Pumiyacu,Cuenca Carhuapanas,Hydro13,Hydro57,4.92500389
DATEM DEL MARA_ON,CAHUAPANAS,28 DE JULIO DEL SILLAY,1607020032,99,Rio Pumiyacu,Cuenca Carhuapanas,Hydro13,Hydro57,4.89731776
DATEM DEL MARA_ON,MANSERICHE,CHORROS,1607030008,77,Rio Sarameriza,Intercuenca 49877,Hydro13,Hydro66,2.8027387900000003
DATEM DEL MARA_ON,MANSERICHE,JERUSALEN,1607030010,193,Rio Sarameriza,Intercuenca 49877,Hydro13,Hydro66,5.24373485
DATEM DEL MARA_ON,MANSERICHE,ATLANTIDA,1607030029,93,Qda Chote,Intercuenca 49877,Hydro13,Hydro66,4.3395354600000005
DATEM DEL MARA_ON,MANSERICHE,FELIX FLORES,1607030020,275,Qda Chote,Intercuenca 49877,Hydro13,Hydro66,6.41457725
DATEM DEL MARA_ON,MANSERICHE,CHOTE,1607030019,89,Qda Chote,Intercuenca 49877,Hydro13,Hydro66,5.48167761
DATEM DEL MARA_ON,MANSERICHE,YANAYACU,1607030017,93,Qda Chote,Intercuenca 49877,Hydro13,Hydro66,7.48887927
DATEM DEL MARA_ON,MANSERICHE,"NAPURUKA",1607030035,252,Qda Nampatque,Intercuenca 49877,Hydro13,Hydro67,0.1267809
DATEM DEL MARA_ON,MANSERICHE,SINCHI ROCA,1607030015,159,Rio Rojo,Intercuenca 49877,Hydro13,Hydro67,4.09307899
DATEM DEL MARA_ON,MANSERICHE,PIJUAYAL,1607030014,187,Rio Rojo,Intercuenca 49877,Hydro13,Hydro67,4.09307899
DATEM DEL MARA_ON,MANSERICHE,SANTA ROSA,1607030013,177,Rio Rojo,Intercuenca 49877,Hydro13,Hydro67,3.92355455
DATEM DEL MARA_ON,MANSERICHE,SACHAPAPA,1607030036,735,Qda Cugtsejap,Intercuenca 49877,Hydro13,Hydro67,0.02512119
DATEM DEL MARA_ON,MANSERICHE,TUPAC AMARU,1607030042,39,Qda Cugtsejap,Intercuenca 49877,Hydro13,Hydro67,0.11705754
DATEM DEL MARA_ON,MANSERICHE,AJACHIN,1607030003,241,Rio Cangaza,Intercuenca 49877,Hydro13,Hydro66,2.6338595
DATEM DEL MARA_ON,MANSERICHE,CHAPIS,1607030004,263,Rio Cangaza,Intercuenca 49877,Hydro13,Hydro66,3.75487849
DATEM DEL MARA_ON,MANSERICHE,SOLEDAD,1607030037,240,Qda Pintoyacu,Intercuenca 49877,Hydro13,Hydro67,1.24193111
DATEM DEL MARA_ON,MANSERICHE,HUASCAR,1607030038,55,Rio Yapanga (Yanapaga),Intercuenca 49877,Hydro13,Hydro67,0.024523680000000003
DATEM DEL MARA_ON,MANSERICHE,"NAZARETH",1607030032,52,Rio Yapanga (Yanapaga),Intercuenca 49877,Hydro13,Hydro67,1.13817414
DATEM DEL MARA_ON,MANSERICHE,TRIUNFO,1607030043,40,Rio Marañon,Intercuenca 49877,Hydro13,Hydro66,3.22885599
DATEM DEL MARA_ON,MANSERICHE,KUJI,1607030041,81,Rio Marañon,Intercuenca 49877,Hydro13,Hydro66,2.4845565499999998
DATEM DEL MARA_ON,MANSERICHE,SHIMPI,1607030039,62,Rio Marañon,Intercuenca 49877,Hydro13,Hydro66,2.36212276
DATEM DEL MARA_ON,MORONA,CHAYAT,1607040059,73,Qda Panintsa,Cuenca Morona,Hydro13,Hydro65,0.27635763
DATEM DEL MARA_ON,MORONA,YANKUNTISH,1607040003,223,Qda Panintsa,Cuenca Morona,Hydro13,Hydro65,0.70033101
DATEM DEL MARA_ON,MORONA,KATIRENTZA,1607040008,17,Qda Panintsa,Cuenca Morona,Hydro13,Hydro65,0.22547520000000001
DATEM DEL MARA_ON,MORONA,SHOROYA VIEJO,1607040052,32,Rio Morona,Cuenca Morona,Hydro13,Hydro65,1.05976242
DATEM DEL MARA_ON,MORONA,FERNANDO ROSAS,1607040030,87,Rio Morona,Cuenca Morona,Hydro13,Hydro65,1.46151748
DATEM DEL MARA_ON,MORONA,BAGAZAN,1607040023,80,Rio Morona,Cuenca Morona,Hydro13,Hydro65,1.50926309
DATEM DEL MARA_ON,MORONA,SARGENTO PU_O,1607040012,59,Rio Morona,Cuenca Morona,Hydro13,Hydro65,0.64937942
DATEM DEL MARA_ON,MORONA,SHINKATA,1607040010,121,Rio Situche,Cuenca Morona,Hydro13,Hydro65,0.5045246
DATEM DEL MARA_ON,MORONA,UNANCHAY,1607040029,133,Qda Pushaga,Cuenca Morona,Hydro13,Hydro65,2.19508251
DATEM DEL MARA_ON,MORONA,"NARANJAL",1607040026,47,Qda Pushaga,Cuenca Morona,Hydro13,Hydro65,1.9813063999999998
DATEM DEL MARA_ON,MORONA,BRASILIA,1607040013,79,Qda Anazo,Cuenca Morona,Hydro13,Hydro65,1.10895952
DATEM DEL MARA_ON,PASTAZA,CAPIRONA,1607050143,10,Qda Tapushi,Cuenca Pastaza,Hydro11,Hydro61,1.78375693
DATEM DEL MARA_ON,PASTAZA,PUERTO REQUENA,1607050064,116,Rio Chuinda,Cuenca Pastaza,Hydro11,Hydro61,0.75562771
DATEM DEL MARA_ON,PASTAZA,PUERTO  UNGURI,1607050138,56,Rio Chuinda,Cuenca Pastaza,Hydro11,Hydro61,0.29134969
DATEM DEL MARA_ON,PASTAZA,PUERTO ANGARA,1607050123,61,Rio Chapuli,Cuenca Pastaza,Hydro11,Hydro61,2.24202227
DATEM DEL MARA_ON,PASTAZA,PUERTO TANGAMA,1607050133,50,Rio Chapuli,Cuenca Pastaza,Hydro11,Hydro61,1.93227972
DATEM DEL MARA_ON,PASTAZA,NUEVA YARINA,1607050072,94,Rio Chapuli,Cuenca Pastaza,Hydro11,Hydro61,2.83053703
DATEM DEL MARA_ON,PASTAZA,IHUAQUICOCHA,1607050132,19,Rio Chapuli,Cuenca Pastaza,Hydro11,Hydro61,2.45358469
DATEM DEL MARA_ON,PASTAZA,NUEVA ALEGRIA,1607050122,5,Rio Chapuli,Cuenca Pastaza,Hydro11,Hydro61,2.21841504
DATEM DEL MARA_ON,PASTAZA,TAPASHICOCHA,1607050144,30,Rio Chapuli,Cuenca Pastaza,Hydro11,Hydro61,2.70897662
DATEM DEL MARA_ON,ANDOAS,NUEVO PERU,1607060038,177,Rio Huitoyacu,Cuenca Pastaza,Hydro11,Hydro60,0.60055436
DATEM DEL MARA_ON,PASTAZA,LA CURVA,1607050095,116,Rio Pastaza,Cuenca Pastaza,Hydro11,Hydro54,0.73455351
DATEM DEL MARA_ON,PASTAZA,RECREO,1607050089,145,Rio Pastaza,Cuenca Pastaza,Hydro11,Hydro54,1.47676227
DATEM DEL MARA_ON,ANDOAS,NUEVO PORVENIR,1607060018,110,Rio Pastaza,Cuenca Pastaza,Hydro11,Hydro68,4.58466128
DATEM DEL MARA_ON,ANDOAS,"NARANJAL",1607060046,93,Rio Pastaza,Cuenca Pastaza,Hydro11,Hydro68,1.72102834
PUTUMAYO,PUTUMAYO,SAN ANTONIO DEL ESTRECHO,1601090001,2902,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro15,3.5537965799999998
PUTUMAYO,PUTUMAYO,ESPERANZA,1601090032,108,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro11,0.6207881
PUTUMAYO,PUTUMAYO,LA FLORIDA,1601090033,43,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro11,0.47012082
MAYNAS,TORRES CAUSANA,ESTIRON,1601100006,81,Rio Santa Maria,Cuenca Napo,Hydro4,Hydro35,0.5967944199999999
MAYNAS,TORRES CAUSANA,SEGUNDO SAN JUAN,1601100002,15,Rio Napo,Cuenca Napo,Hydro4,Hydro35,1.05504617
MAYNAS,FERNANDO LORES,TIMAREO III ZONA,1601030013,47,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,4.10356427
MAYNAS,FERNANDO LORES,NUEVO AMAZONAS,1601030020,84,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,6.211864139999999
MAYNAS,FERNANDO LORES,SANTA ANA DE MUYUY,1601030012,86,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,4.35742501
MAYNAS,BELEN,15 DE NOVIEMBRE,1601120069,70,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,5.82717304
MAYNAS,BELEN,BUENOS AIRES,1601120019,88,Rio Amazonas,Intercuenca 49795,Hydro2,Hydro16,6.31411419
MAYNAS,BELEN,CAROCOCHA,1601120008,335,Rio Amazonas,Intercuenca 49795,Hydro2,Hydro16,3.14904364
MAYNAS,BELEN,SAN PEDRO DE HUASHALADO,1601120014,87,Rio Amazonas,Intercuenca 49795,Hydro2,Hydro16,3.13826134
MAYNAS,BELEN,RAFAEL BELAUNDE,1601120021,165,Rio Amazonas,Intercuenca 49795,Hydro2,Hydro21,6.05532033
MAYNAS,BELEN,CENTRO UNION LUPUNA,1601120022,124,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,5.3848677799999995
MAYNAS,PUNCHANA,SANTA MARIA DE OJEAL,1601080021,507,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,5.72506379
MAYNAS,PUNCHANA,SAN JUAN DE SINCHICUY,1601080013,156,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,5.72506379
MAYNAS,PUNCHANA,NUEVO PERU,1601080019,80,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,5.72506379
MAYNAS,PUNCHANA,INDELSA,1601080035,3,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,8.42253252
MAYNAS,FERNANDO LORES,LUCERO PATA,1601030052,82,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.48819066
MAYNAS,BELEN,28 DE JULIO,1601120050,107,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,6.89422253
MAYNAS,BELEN,SAN PABLO DE LUPUNILLO,1601120043,81,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,2.41165372
MAYNAS,BELEN,CENTRO MAZANA I ZONA,1601120045,55,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,2.16849613
MAYNAS,SAN JUAN BAUTISTA,3 DE FEBRERO,1601130031,441,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,6.36703274
MAYNAS,SAN JUAN BAUTISTA,CRUZ DEL SUR,1601130019,24,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,4.25329181
MAYNAS,SAN JUAN BAUTISTA,PE_A NEGRA,1601130022,530,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,4.26583786
MAYNAS,SAN JUAN BAUTISTA,EX PETROLERO I ZONA,1601130037,439,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.66093984
