province,district,village,ccpp_id,population,river_name,hydro_name_ana,hydro_name_l6,hydro_name_l7,adef
DATEM DEL MARA_ON,MANSERICHE,PALESTINA,1607030031,151,Rio Yurac Apaga,Intercuenca 49877,Hydro13,Hydro67,2.58693967
MAYNAS,INDIANA,NUEVA LIBERTAD,1601040055,86,Rio Maniti,Cuenca Manití,Hydro2,Hydro17,2.16715589
MAYNAS,FERNANDO LORES,BUENOS AIRESUEBRADA DE,1601030057,76,Rio Tamshiyacu,Intercuenca 49797,Hydro2,Hydro21,3.66879305
MAYNAS,FERNANDO LORES,SERAFIN FILOMENO,1601030076,152,Rio Tamshiyacu,Intercuenca 49797,Hydro2,Hydro21,4.2024887
MAYNAS,FERNANDO LORES,PUEBLO LIBRE,1601030031,49,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,3.77658434
MAYNAS,INDIANA,NUEVO EDEN,1601040050,62,Rio Maniti,Cuenca Manití,Hydro2,Hydro17,2.27042499
MAYNAS,FERNANDO LORES,GALLITO,1601030126,607,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,5.39207823
MAYNAS,SAN JUAN BAUTISTA,RUMO COCHA,1601130002,2275,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,5.02356422
MAYNAS,FERNANDO LORES,8 DE MAYO,1601030078,65,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro24,2.49723159
MAYNAS,FERNANDO LORES,CENTRO AMERICA,1601030067,161,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro21,3.02492106
MAYNAS,FERNANDO LORES,SAN JORGE,1601030045,50,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro21,5.09561623
MAYNAS,BELEN,PE_A BLANCA,1601120058,85,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,3.67825367
MAYNAS,SAN JUAN BAUTISTA,PALO SECO,1601130021,84,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,8.0863406
MAYNAS,BELEN,SANTA MARTHA,1601130041,88,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.7366745
MAYNAS,FERNANDO LORES,SANTA LUCINDA,1601030053,94,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro26,3.86648475
MAYNAS,FERNANDO LORES,LIBERTAD,1601030110,32,Rio Tamshiyacu,Intercuenca 49797,Hydro2,Hydro21,3.09659594
MAYNAS,FERNANDO LORES,MIRAFLORES,1601030100,157,Rio Tamshiyacu,Intercuenca 49797,Hydro2,Hydro21,5.19550123
MAYNAS,FERNANDO LORES,SAN MIGUEL,1601030090,46,Rio Tamshiyacu,Intercuenca 49797,Hydro2,Hydro21,3.28135352
MAYNAS,FERNANDO LORES,RIVERA ALTA,1601030082,194,Rio Tamshiyacu,Intercuenca 49797,Hydro2,Hydro21,3.25504552
MAYNAS,"NAPO",LAGARTO COCHA,1601070047,386,Rio Napo,Cuenca Napo,Hydro4,Hydro23,4.16448062
MAYNAS,"NAPO",SAN LUIS TACSHA CURARAY,1601070055,1109,Rio Napo,Cuenca Napo,Hydro4,Hydro23,3.9953358
MAYNAS,MAZAN,NUEVO SAN JUAN,1601060002,170,Rio Napo,Cuenca Napo,Hydro4,Hydro23,2.58756162
MAYNAS,MAZAN,COPALILLO,1601060003,60,Rio Napo,Cuenca Napo,Hydro4,Hydro23,2.4413809300000002
MAYNAS,LAS AMAZONAS,COMANDANCIA,1601050059,135,Rio Orosa,Intercuenca 4977,Hydro15,Hydro73,2.77694327
MAYNAS,LAS AMAZONAS,SAN ISIDRO,1601050058,123,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro9,4.87943911
MAYNAS,LAS AMAZONAS,YANASHI,1601050002,1639,Rio Yanashi,Intercuenca 4977,Hydro15,Hydro9,3.36489505
MAYNAS,LAS AMAZONAS,SAN ANTONIO DE ARAMBAZA,1601050062,165,Rio Yanashi,Intercuenca 4977,Hydro15,Hydro9,3.80926552
MAYNAS,LAS AMAZONAS,NUEVA ESPERANZA,1601050063,62,Rio Yanashi,Intercuenca 4977,Hydro15,Hydro9,5.97368327
MAYNAS,LAS AMAZONAS,SAN SALVADOR,1601050054,81,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro9,2.16496118
MAYNAS,LAS AMAZONAS,SAN JOSE DE OROZA,1601050051,134,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro9,5.28209966
MAYNAS,INDIANA,PUCALLPA,1601040009,244,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,5.69796051
MAYNAS,INDIANA,SANTA TERESA,1601040018,277,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,7.18148034
MAYNAS,MAZAN,BAGAZAN,1601060040,223,Rio Napo,Cuenca Napo,Hydro4,Hydro13,2.62288545
MAYNAS,MAZAN,LLACHAPA,1601060012,218,Rio Napo,Cuenca Napo,Hydro4,Hydro13,3.91259434
MAYNAS,MAZAN,JUVENTUD YARINA,1601060024,52,Rio Napo,Cuenca Napo,Hydro4,Hydro13,2.80656235
MAYNAS,MAZAN,PUINAHUA,1601060015,188,Rio Napo,Cuenca Napo,Hydro4,Hydro13,2.3045516999999998
MAYNAS,MAZAN,SAN PEDRO DE CAYAPOZA,1601060054,91,Rio Napo,Cuenca Napo,Hydro4,Hydro22,4.10362097
MAYNAS,MAZAN,SALVADOR,1601060049,334,Rio Napo,Cuenca Napo,Hydro4,Hydro13,5.10121267
MAYNAS,MAZAN,NUEVA JERUSALEN,1601060072,55,Rio Napo,Cuenca Napo,Hydro4,Hydro13,4.32389253
MAYNAS,MAZAN,ORO BLANCO,1601060006,179,Rio Napo,Cuenca Napo,Hydro4,Hydro23,2.49301486
MAYNAS,"NAPO",ESPERANZA,1601070065,130,Rio Napo,Cuenca Napo,Hydro4,Hydro23,4.81013844
MAYNAS,MAZAN,SANTA MARTHA,1601060022,97,Rio Napo,Cuenca Napo,Hydro4,Hydro23,2.06662603
MAYNAS,"NAPO",SUNU LLACTA,1601070002,80,Rio Napo,Cuenca Napo,Hydro4,Hydro35,3.0094671
MAYNAS,"NAPO",RUMI TUNI,1601070003,248,Rio Napo,Cuenca Napo,Hydro4,Hydro35,2.84449352
MAYNAS,"NAPO",PUERTO AURORA,1601070007,129,Rio Napo,Cuenca Napo,Hydro4,Hydro35,1.96218794
MAYNAS,"NAPO",PUCAYACU,1601070005,198,Rio Napo,Cuenca Napo,Hydro4,Hydro35,2.14003229
MAYNAS,"NAPO",FLOR DE COCO,1601070009,65,Rio Arabela,Cuenca Napo,Hydro4,Hydro36,1.22070478
MAYNAS,"NAPO",BUENA VISTA,1601070008,338,Rio Arabela,Cuenca Napo,Hydro4,Hydro36,1.97121136
MAYNAS,"NAPO",SHAPAJAL,1601070004,77,Rio Curaray,Cuenca Napo,Hydro4,Hydro36,1.44313496
MAYNAS,"NAPO",BOLIVAR,1601070010,63,Rio Curaray,Cuenca Napo,Hydro4,Hydro36,0.52424296
MAYNAS,TORRES CAUSANA,ANGOTEROS,1601100016,759,Rio Napo,Cuenca Napo,Hydro4,Hydro35,3.92956751
MAYNAS,TORRES CAUSANA,CAMPO SERIO,1601100021,289,Rio Napo,Cuenca Napo,Hydro4,Hydro35,4.4194823
MAYNAS,TORRES CAUSANA,PUERTO ELVIRA,1601100023,320,Rio Napo,Cuenca Napo,Hydro4,Hydro35,1.49013554
MAYNAS,TORRES CAUSANA,CHINGANA,1601100013,79,Rio Napo,Cuenca Napo,Hydro4,Hydro35,1.00686347
MAYNAS,TORRES CAUSANA,SANTA MARIA DE ANGOTERO,1601100014,307,Rio Napo,Cuenca Napo,Hydro4,Hydro35,2.15384321
PUTUMAYO,TENIENTE MANUEL CLAVERO,NUEVA FLORIDA,1601140032,48,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro72,0.30665467
MAYNAS,LAS AMAZONAS,YANAYACU,1601050045,106,Rio Apayacu,Intercuenca 4977,Hydro15,Hydro8,0.7581239
MAYNAS,LAS AMAZONAS,COLONIA,1601050047,237,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro9,1.91580306
MAYNAS,LAS AMAZONAS,NUEVO AREQUIPA,1601050052,139,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro9,2.03191565
MAYNAS,LAS AMAZONAS,CANTON,1601050053,238,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro9,1.38250379
MAYNAS,"NAPO",SANTA CLOTILDE,1601070001,2685,Rio Napo,Cuenca Napo,Hydro4,Hydro23,5.90617373
MAYNAS,LAS AMAZONAS,CUZCO,1601050043,107,Rio Apayacu,Intercuenca 4977,Hydro15,Hydro8,1.7560038500000001
MAYNAS,"NAPO",MUCHA VISTA,1601070018,59,Rio Curaray,Cuenca Napo,Hydro4,Hydro36,0.23577913
MAYNAS,"NAPO",SANTA MARIA,1601070020,183,Rio Curaray,Cuenca Napo,Hydro4,Hydro36,1.39596693
MAYNAS,"NAPO",NUEVA YARINA  DEL NAPO,1601070017,104,Rio Curaray,Cuenca Napo,Hydro4,Hydro36,0.6580680799999999
MAYNAS,"NAPO",SOLEDAD,1601070015,176,Rio Curaray,Cuenca Napo,Hydro4,Hydro36,0.67329533
MAYNAS,"NAPO",MONTE VERDE,1601070084,115,Rio Napo,Cuenca Napo,Hydro4,Hydro35,1.58843348
MAYNAS,"NAPO",NUEVO DEFENSOR,1601070026,93,Rio Napo,Cuenca Napo,Hydro4,Hydro35,2.61799883
MAYNAS,"NAPO",SAN RAFAEL,1601070022,189,Rio Curaray,Cuenca Napo,Hydro4,Hydro36,2.1679587
MARISCAL RAMON CASTILLA,PEBAS,CONDOR,1604020056,156,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro5,6.48917869
MARISCAL RAMON CASTILLA,PEBAS,SAN NICOLAS,1604020051,117,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro5,4.08426646
MARISCAL RAMON CASTILLA,PEBAS,REMANSO,1604020050,198,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro5,8.17093632
MARISCAL RAMON CASTILLA,PEBAS,SANTA ROSA DE PICHANA,1604020047,160,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro5,6.59976211
LORETO,PARINARI,SANTA CLARA,1603020021,57,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro38,6.66050047
LORETO,PARINARI,SAN JOSE DEL SAMIRIA,1603020023,449,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro32,2.9089485
LORETO,PARINARI,BOLIVAR,1603020027,80,Rio Yanaquillo,Intercuenca Medio Bajo Marañón,Hydro6,Hydro37,1.82660273
LORETO,PARINARI,LEONCIO PRADO,1603020024,495,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro32,5.69867255
LORETO,PARINARI,SAN MARTIN DEL TIPISHCA,1603020025,504,Rio Yanaquillo,Intercuenca Medio Bajo Marañón,Hydro6,Hydro37,2.14636826
LORETO,PARINARI,7 DE JUNIO - YURICA,1603020006,94,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro38,0.60398565
MARISCAL RAMON CASTILLA,PEBAS,SAN JUAN DE OROSA,1604020044,50,Rio Orosa,Intercuenca 4977,Hydro15,Hydro73,3.35433834
MARISCAL RAMON CASTILLA,PEBAS,SANTA AMELIA,1604020062,235,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro73,2.75735859
MARISCAL RAMON CASTILLA,PEBAS,NUEVA VIDA,1604020043,37,Rio Orosa,Intercuenca 4977,Hydro15,Hydro73,3.23860855
MARISCAL RAMON CASTILLA,PEBAS,SANTA ISABEL DE CHAMBIRA,1604020035,95,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro73,3.51304552
MARISCAL RAMON CASTILLA,PEBAS,ZAPATILLA,1604020042,100,Rio Orosa,Intercuenca 4977,Hydro15,Hydro73,3.22895565
MARISCAL RAMON CASTILLA,PEBAS,TRIUNFADOR,1604020046,53,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro5,2.10344948
MARISCAL RAMON CASTILLA,PEBAS,NUEVO PEBAS,1604020023,771,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro5,9.02519254
MARISCAL RAMON CASTILLA,PEBAS,SANTA JULIA,1604020019,108,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro5,6.90728468
MARISCAL RAMON CASTILLA,PEBAS,NUEVO JARDIN,1604020038,64,Qda Pichanayacu,Intercuenca 4977,Hydro15,Hydro5,4.97313884
MARISCAL RAMON CASTILLA,PEBAS,SANTA MARIA DE BREO,1604020048,83,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro5,0.9118866099999999
LORETO,"NAUTA",MONTE ALEGRE,1603010034,96,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,2.66843742
LORETO,"NAUTA",PUERTO AMERICA,1603020015,72,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro32,8.87460051
LORETO,"NAUTA",SAN JUAN DE PURITANIA,1603010007,272,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro26,5.55243383
LORETO,"NAUTA",BUENA UNION,1603010005,238,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro26,5.9972476
LORETO,"NAUTA",2 DE MAYO,1603010006,142,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro26,5.83303086
LORETO,"NAUTA",SANTA MARIA DE FATIMA,1603010013,124,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro26,5.31336878
LORETO,"NAUTA",HIPOLITO UNANUE,1603010014,353,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro26,2.70591615
LORETO,"NAUTA",PE_A NEGRA,1603010082,64,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,4.61648996
LORETO,"NAUTA",SAN MARTIN,1603010056,247,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro32,3.62426723
LORETO,"NAUTA",BUEN PASTOR,1603010070,86,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,5.47229526
LORETO,"NAUTA",VILLA CONAAN,1603010074,294,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,5.47229526
LORETO,"NAUTA",SAN ANTONIO,1603010044,97,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,3.7004773099999997
LORETO,"NAUTA",ALIANZA,1603010055,74,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro32,3.60112409
LORETO,"NAUTA",LISBOA,1603010037,116,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro32,3.97407332
LORETO,"NAUTA",LAS MALVINAS,1603010084,67,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,3.52874872
MAYNAS,FERNANDO LORES,AYACUCHO TIPISHCA,1601030103,144,Rio Yarapa,Intercuenca 49799,Hydro2,Hydro26,3.01150457
MAYNAS,FERNANDO LORES,SAN JUAN DE YANAYACU,1601030121,118,Rio Yarapa,Intercuenca 49799,Hydro2,Hydro26,0.44169511
MAYNAS,FERNANDO LORES,NUEVO JUNIN,1601030094,184,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro26,3.35327872
LORETO,"NAUTA",TUPAC AMARU II,1603010041,102,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,4.29662271
LORETO,"NAUTA",SANTA CRUZ,1603010024,248,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,4.30967767
LORETO,"NAUTA",PUERTO PRADO,1603010101,51,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,4.11895186
LORETO,"NAUTA",9 DE OCTUBRE,1603010068,409,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,2.59514078
LORETO,"NAUTA",SANTA RITA DE FLORIDA,1603010067,123,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,2.96389975
REQUENA,YAQUERANA,SAN JOSE DE A_aeUSHI,1605110007,73,Rio Galvez,Cuenca Yavari,Hydro1,Hydro31,2.20777135
PUTUMAYO,TENIENTE MANUEL CLAVERO,NUEVO IPIRANGA,1601140018,71,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro72,3.62989569
PUTUMAYO,TENIENTE MANUEL CLAVERO,SOPLIN VARGAS,1601140001,467,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro72,3.4423522699999998
PUTUMAYO,TENIENTE MANUEL CLAVERO,NUEVA PENEYA,1601140012,108,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro72,2.53402112
PUTUMAYO,TENIENTE MANUEL CLAVERO,SAN MARTIN,1601140023,74,Rio Yubineto,Cuenca Putumayo,Hydro12,Hydro72,1.74154167
REQUENA,YAQUERANA,ANGAMOS,1605110001,672,Rio Yavari,Cuenca Yavari,Hydro1,Hydro18,3.24116141
PUTUMAYO,PUTUMAYO,ROCA FUERTE,1601090016,122,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro15,0.5382553
PUTUMAYO,TENIENTE MANUEL CLAVERO,URCO MIRANO,1601140029,110,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro72,2.59180485
PUTUMAYO,TENIENTE MANUEL CLAVERO,NUEVA ANGUSILLA,1601140022,340,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro72,2.0656888
PUTUMAYO,PUTUMAYO,PUERTO AURORA,1601090021,90,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro15,0.88018771
PUTUMAYO,PUTUMAYO,PUERTO ELVIRA,1601090060,43,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro15,0.42275322
PUTUMAYO,PUTUMAYO,7 DE MAYO,1601090018,30,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro15,0.57493636
PUTUMAYO,PUTUMAYO,BAGAZAN,1601090017,16,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro15,0.43039186
REQUENA,YAQUERANA,FRAY PEDRO,1605110002,42,Rio Yavari,Cuenca Yavari,Hydro1,Hydro18,3.3357482899999997
MAYNAS,ALTO NANAY,MONTE CALVARIO,1601020034,42,Rio Pintoyacu,Cuenca Nanay,Hydro2,Hydro20,0.55986871
REQUENA,YAQUERANA,ESTIRON,1605110011,102,Qda Chobayacu,Cuenca Yavari,Hydro1,Hydro30,2.006037
REQUENA,YAQUERANA,SAN ROMAN,1605110019,37,Qda Chobayacu,Cuenca Yavari,Hydro1,Hydro30,3.70376119
REQUENA,YAQUERANA,BUENAS LOMAS NUEVA,1605110013,269,Qda Chobayacu,Cuenca Yavari,Hydro1,Hydro30,3.70411699
REQUENA,YAQUERANA,NUEVO SAN JUAN,1605110005,48,Rio Galvez,Cuenca Yavari,Hydro1,Hydro31,1.42441333
REQUENA,YAQUERANA,REMOYACO,1605110008,86,Rio Galvez,Cuenca Yavari,Hydro1,Hydro31,2.2330582900000002
REQUENA,YAQUERANA,SAN ROQUE,1605110018,49,Qda Chobayacu,Cuenca Yavari,Hydro1,Hydro30,2.37694501
REQUENA,YAQUERANA,JORGE CHAVEZ,1605110006,33,Rio Galvez,Cuenca Yavari,Hydro1,Hydro31,1.17707929
REQUENA,YAQUERANA,NUEVO CASHISHPI,1605110010,81,Rio Yaquerana,Cuenca Yavari,Hydro1,Hydro30,1.17911192
REQUENA,YAQUERANA,SAN MATEO,1605110017,58,Rio Galvez,Cuenca Yavari,Hydro1,Hydro31,1.36777723
MAYNAS,BELEN,SAN JOSE,1601120030,1184,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,2.01096879
MAYNAS,BELEN,PUERTO ALEGRIA II ZONA,1601120048,147,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,4.02912707
MAYNAS,BELEN,LIMON,1601120056,116,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,6.64560208
MAYNAS,BELEN,SAN JUAN DE MUNICH,1601120049,261,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,6.05765112
MAYNAS,BELEN,NUEVO CAMPEON,1601120033,183,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,2.00597309
MAYNAS,BELEN,SAN ANDRES,1601120032,582,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,1.94123829
MAYNAS,BELEN,SAN FRANCISCO,1601120031,881,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,1.9893827
MAYNAS,BELEN,NUEVO SAN JOSE,1601120029,104,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,2.02858808
MAYNAS,MAZAN,SAN PEDRO DE MANGUA,1601060027,237,Rio Napo,Cuenca Napo,Hydro4,Hydro13,3.95665761
MAYNAS,LAS AMAZONAS,CANADA,1601050012,75,Rio Napo,Cuenca Napo,Hydro4,Hydro13,3.45865905
MAYNAS,LAS AMAZONAS,ATUN COCHA,1601050008,118,Rio Napo,Cuenca Napo,Hydro4,Hydro13,2.94725845
MAYNAS,LAS AMAZONAS,HUANANA,1601050003,90,Rio Napo,Cuenca Napo,Hydro4,Hydro13,1.9353584
MAYNAS,SAN JUAN BAUTISTA,28 DE ENERO,1601130060,36,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.21841122
MAYNAS,SAN JUAN BAUTISTA,VILLA BELEN,1601130061,83,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,1.00329695
MAYNAS,MAZAN,MANGUA,1601060029,239,Rio Napo,Cuenca Napo,Hydro4,Hydro13,4.11799415
MAYNAS,MAZAN,SAN JOSE,1601060065,232,Rio Mazan,Cuenca Napo,Hydro4,Hydro13,9.00553364
MAYNAS,MAZAN,LIBERTAD,1601060056,224,Rio Mazan,Cuenca Napo,Hydro4,Hydro22,3.81127181
MAYNAS,MAZAN,SANTA CRUZ,1601060062,319,Rio Mazan,Cuenca Napo,Hydro4,Hydro13,6.86395408
MAYNAS,MAZAN,14 DE JULIO,1601060067,127,Rio Mazan,Cuenca Napo,Hydro4,Hydro13,8.84542933
MAYNAS,MAZAN,PUERTO ALEGRE,1601060066,320,Rio Mazan,Cuenca Napo,Hydro4,Hydro13,9.25523967
MAYNAS,INDIANA,RECREO,1601040033,245,Rio Maniti,Cuenca Manití,Hydro2,Hydro17,5.11111743
MAYNAS,MAZAN,GAMITANA COCHA,1601060035,107,Rio Mazan,Cuenca Napo,Hydro4,Hydro22,2.24861418
MAYNAS,PUNCHANA,PUERTO GEN GEN,1601080041,79,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,6.22942257
MAYNAS,SAN JUAN BAUTISTA,SANTA BARBARA,1601130064,112,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,5.73915351
MAYNAS,SAN JUAN BAUTISTA,SAN CARLOS,1601130065,127,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,7.15450912
MAYNAS,SAN JUAN BAUTISTA,SOLEDAD,1601130066,118,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,7.94982235
MAYNAS,SAN JUAN BAUTISTA,NUEVO MIRAFLORES,1601130054,45,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,5.82958871
MAYNAS,SAN JUAN BAUTISTA,10 DE OCTUBRE,1601130057,138,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.67629672
MAYNAS,SAN JUAN BAUTISTA,MELITON CARBAJAL,1601130058,73,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.06028531
MAYNAS,SAN JUAN BAUTISTA,LUZ DE ORIENTE,1601130059,92,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,2.85249011
MAYNAS,SAN JUAN BAUTISTA,LOS CEDROS,1601130083,27,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,5.86552738
MAYNAS,LAS AMAZONAS,NUEVO PROGRESO,1601050011,74,Rio Napo,Cuenca Napo,Hydro4,Hydro13,2.85102456
MAYNAS,SAN JUAN BAUTISTA,SAN ANTONIO,1601130023,310,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,6.35282533
MAYNAS,SAN JUAN BAUTISTA,PARAISO,1601130035,110,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,6.4563245799999995
MAYNAS,INDIANA,NUEVO PARAISO,1601040015,106,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,4.55642885
MAYNAS,IQUITOS,MANACAMIRI,1601010002,607,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,3.96794415
MAYNAS,INDIANA,VILLA MARIA,1601040032,193,Rio Maniti,Cuenca Manití,Hydro2,Hydro17,5.37484591
MAYNAS,INDIANA,RAMON CASTILLA,1601040021,180,Rio Amazonas,Cuenca Manití,Hydro2,Hydro12,3.16984851
MAYNAS,INDIANA,FILADELFIA,1601040057,54,Rio Maniti,Cuenca Manití,Hydro2,Hydro17,1.05091317
MAYNAS,INDIANA,NUEVO BERLIN,1601040051,28,Rio Maniti,Cuenca Manití,Hydro2,Hydro17,1.60459024
LORETO,TIGRE,LAS MALVINAS,1603030045,47,Rio Tigre,Cuenca Tigre,Hydro7,Hydro40,2.49519714
LORETO,TROMPETEROS,NVO. PROGRESO,1603040038,26,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,2.21609633
LORETO,TROMPETEROS,PUERTO,1603040040,32,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,2.66024915
MAYNAS,FERNANDO LORES,JALDAR,1601030124,65,Rio Yarapa,Intercuenca 49911,Hydro2,Hydro26,1.02613235
MAYNAS,SAN JUAN BAUTISTA,QUISTOCOCHA,1601130017,1966,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,4.11545752
REQUENA,SAQUENA,PTO. MIGUEL,1605070017,11,Rio Yarapa,Intercuenca 49911,Hydro5,Hydro28,2.4817742
MAYNAS,IQUITOS,LOBOYACU,1601010009,112,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,5.55771015
MAYNAS,IQUITOS,HUATARI,1601010008,129,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,3.95343076
MAYNAS,IQUITOS,SANTA RITA,1601010004,414,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,5.86405706
MAYNAS,IQUITOS,SAN PEDRO,1601010010,168,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,6.00026508
LORETO,URARINAS,PIJUAYAL,1603050017,215,Rio Pacayacu,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,0.76729432
LORETO,URARINAS,ANGORA,1603050025,116,Rio Tigrillo,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,1.7417178500000001
LORETO,URARINAS,SANTA CRUZ DE TAGUAL,1603050029,52,Rio Tigrillo,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,0.60157657
LORETO,"NAUTA",SAN FRANCISCO,1603010019,311,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,4.36907461
LORETO,"NAUTA",SANTO DOMINGO,1603010085,33,Rio Yanayacu,Intercuenca Bajo Marañón,Hydro5,Hydro29,4.34419178
LORETO,"NAUTA",SAN JORGE,1603010072,346,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,4.32953589
LORETO,"NAUTA",JOSE OLAYA,1603010075,78,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,4.67199292
LORETO,"NAUTA","NAUTA",1603010001,14646,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,6.48125957
LORETO,TIGRE,SAN JORGE,1603030034,88,Rio Tigre,Cuenca Tigre,Hydro7,Hydro40,1.32495494
LORETO,URARINAS,SANTA CECILIA,1603050010,112,Rio Pacayacu,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,1.42029785
LORETO,URARINAS,NUEVA REFORMA,1603050085,73,Río Patayacu,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,0.83572568
