hydro_name_ana,size,order,edge_density,province,district,village,ccpp_id,population,river_name,hydro_name_l6,hydro_name_l7,adef,degree,strength_dist,strength_inv_dist,strength_grav_pop,strength_modgrav_pop_ori,strength_modgrav_pop_dest,strength_modgrav_pop,strength_grav_adef,strength_modgrav_adef_ori,strength_modgrav_adef_dest,strength_modgrav_adef,closeness,closeness_dist,closeness_inv_dist,closeness_grav_pop,closeness_modgrav_pop_ori,closeness_modgrav_pop_dest,closeness_modgrav_pop,closeness_grav_adef,closeness_modgrav_adef_ori,closeness_modgrav_adef_dest,closeness_modgrav_adef,betweenness,betweenness_dist,betweenness_inv_dist,betweenness_grav_pop,betweenness_modgrav_pop_ori,betweenness_modgrav_pop_dest,betweenness_modgrav_pop,betweenness_grav_adef,betweenness_modgrav_adef_ori,betweenness_modgrav_adef_dest,betweenness_modgrav_adef,eigen,eigen_dist,eigen_inv_dist,eigen_grav_pop,eigen_modgrav_pop_ori,eigen_modgrav_pop_dest,eigen_modgrav_pop,eigen_grav_adef,eigen_modgrav_adef_ori,eigen_modgrav_adef_dest,eigen_modgrav_adef
Intercuenca 49913,2556,72,1,REQUENA,PUINAHUA,URARINAS,1605060006,219,Qda Sapoteyacu,Hydro8,Hydro39,1.51411265,71,0.23902989732602864,0.09509117110816452,0.05810763931147862,0.10039976053084033,0.018093119357227384,0.013526491628899384,0.010050359657516285,0.1632768836330921,0.2094438656031713,0.2176660104038357,0.5,0.5078855730702915,0.401262676576582,0.567900308853137,0.47914369699883047,0.7086592131150623,0.5941270086995041,0.7547593263054524,0.3899804120391826,0.45423640786542163,0.46842169024276964,0.5,0,0,0,0,0.7268093781855249,0.18027210884353742,0,0,0.11568627450980393,0.04142011834319527,0.5,0.24909780834117307,0.0014586088770060898,0.049230516025328554,0.10181565584117068,0.054927643939011596,0.033705346078737174,2.903087002148331e-4,0.08960400308777042,0.2907157302412867,0.26450146979789335
Intercuenca 49913,2556,72,1,REQUENA,TAPICHE,PUERTO ARCE,1605090004,69,Qda Sacarita Iberia,Hydro8,Hydro76,2.03406851,71,0.063033377105223,0.2464501781964288,0.051127564000176665,0.17721467252139628,0.042213666059857186,0.048103496624697865,0.0291628140569088,0.0738430218816182,0.08591363950717835,0.059681227245524444,0.5,0.8281429494720998,0.1642661306093063,0.7957246193707863,0.6320674179640686,0.9434033989904059,0.8378633993593063,0.5505830646233443,0.2636718712399206,0.5257745062281396,0.7470873162432695,0.5,0,0,0,0,0.34964322120285424,0.3163265306122449,0,0,0.00392156862745098,0.03747534516765286,0.5,0.06827013653286537,0.004390214730940743,0.035666715777390244,0.16749606087600166,0.14324893679025655,0.1263584458224207,9.220464061264901e-4,0.04234352108287667,0.14086718830612402,0.07985106202092895
Intercuenca 49913,2556,72,1,UCAYALI,SARAYACU,MIGUEL GRAU,1606050057,320,Rio Ucayali,Hydro8,Hydro76,7.95381445,71,0.5429653361997951,0.03105550477158006,0.09295385940222761,0.14877044689233976,0.02587529911576436,0.024554020863791912,0.04804220314051211,0.03710347197427817,0.6127814004948378,0.41186588922814904,0.5,0.21437600967661175,0.45257092774549773,0.6864473931805214,0.6355934429699651,0.4750227793387995,0.3207203975168448,0.21915096434869163,0.5581283248640772,0.31971761042521163,0.17447969100141528,0.5,0,0,0,0,0,0.05102040816326531,0,0,0.010784313725490196,0.21893491124260356,0.5,0.504229484956597,8.841722915627994e-4,0.15825635262767973,0.14739240366547396,0.031928855302105055,0.011929825040812374,0.0020042906875567808,2.4325578401506186e-4,0.5537351219213115,0.49848317453385504
Intercuenca 49913,2556,72,1,UCAYALI,SARAYACU,CHICLAYO,1606050028,232,Rio Ucayali,Hydro8,Hydro76,6.58187006,71,0.25611515571778465,0.062272883362900364,0.06994740290186907,0.14423894056528147,0.009207762657356615,0.009100804716678993,0.0503330171461616,0.03170994016715175,0.3103852960352534,0.18184382253970438,0.5,0.4849541809475889,0.0630619755665886,0.6975645709471779,0.45795425220758934,0.6296594958349503,0.5520523475345546,0.17856303080575042,0.6601605720643142,0.12242074882264926,0.5252668149329422,0.5,0,0,0,0,0,0.03741496598639456,0,0.05405405405405406,0,0.16765285996055226,0.5,0.2341732735594495,0.0033009301021322177,0.08490398937186033,0.1484839931612372,0.028606324448889216,0.00939378682145905,0.0034831913897928244,0.002081826055266697,0.29467502334638607,0.22147348325032817
Intercuenca 49913,2556,72,1,UCAYALI,SARAYACU,NUEVO DOS DE MAYO,1606050049,293,Rio Ucayali,Hydro8,Hydro76,6.04998232,71,0.4856382283750556,0.02911345056276299,0.07719111691726983,0.1528921192397821,0.02101805598643698,0.020315446082193715,0.037034508497071794,0.06207678035877039,0.40613257510807144,0.253511076103852,0.5,0.2555937536259345,0.3704191778174684,0.6961413609180803,0.5470280167420883,0.4952041606803016,0.37107766655215446,0.29360638403262934,0.4728363254769689,0.2379066936743602,0.28293513071797405,0.5,0,0,0,0,0,0.030612244897959183,0,0,0,0.17751479289940827,0.5,0.4516460663739851,0.0011640655561215385,0.12096522045952979,0.15399926886388238,0.030329947900012533,0.01049556929414706,0.0016963132109245433,0.023330216492267075,0.36996548242374816,0.29979624317564546
Intercuenca 49913,2556,72,1,UCAYALI,SARAYACU,7 DE JUNIO,1606050020,51,Qda Paynaco,Hydro8,Hydro39,1.02263122,71,0.17656879122167926,0.07446805254792874,0.011622806050122524,0.6185232358372323,0.015551698920983651,0.0663602999563743,0.006972217105032698,0.39134657391605854,0.01649823896785853,0.23569069383344068,0.5,0.6018810330487754,0.020260048480254898,0.9266412330715639,0.8106341753471807,0.9053749014553348,0.5757880468216818,0.7063455727372782,0.4722330334959768,0.6974263929618423,0.40260899431765923,0.5,0,0,0,0.18490304709141275,0.8572884811416922,0,0,0,0.7588235294117647,0.10453648915187377,0.5,0.1576591772570643,0.00508037848473681,0.018830708479250353,0.6188377643405877,0.10467284617489178,0.1112435182494396,6.148116211649769e-4,0.3212918402711029,0.06496379071605286,0.22038597946058477
Intercuenca 49913,2556,72,1,UCAYALI,SARAYACU,SARAYACU,1606050066,259,Qda Sarayacu,Hydro8,Hydro76,1.30836496,71,0.6276541117198854,0.02560806808699075,0.07596188572335867,0.20639616167154884,0.020492385997982077,0.023860008880556657,0.006221408608164262,0.6204377061376174,0.009472259731216062,0.3571311453225141,0.5,0.16129466403299195,0.5565362716768236,0.7443040980039356,0.7462386327671003,0.47262866574024964,0.30085662218558434,0.7560628142080382,0.2768387955076938,0.38289685739924,0.06376206968455188,0.5,0,0,0,0,0,0.013605442176870748,0,0,0.20294117647058824,0.04339250493096647,0.5,0.5925066413734398,6.5460820473087e-4,0.14161457890153112,0.20077094013831429,0.02545621257935956,0.007248809766933295,1.4416519856135385e-4,0.47637943011292466,0.011904511847947826,0.2534832806284786
Intercuenca 49913,2556,72,1,REQUENA,MAQUIA,OBRERO,1605050015,273,Rio Canal Puinahua,Hydro8,Hydro39,7.56848402,71,0.03811593265622746,1,0.19649617545415346,0.06200333656864796,0.007963352205596493,0.0011952756192529213,1,0.1134659986709909,0.13616463893653083,0.12657672154406072,0.5,0.8910781063544999,0.0262551092394674,0.5646913438170288,0.6915939247044126,0.9457676458091678,0.9280093874763768,0,0.9618827715063105,0.8835226769119702,0.8037804753172169,0.5,0,0,0,0,0,0.5476190476190477,0,0.3163163163163163,0.5019607843137255,0.23274161735700197,0.5,0.03337926233484838,1,0.1323957253360005,0.0827884499868589,0.030949412114289525,0.008329184695713907,1,0.1513696676633511,0.15984959768958304,0.1786658304007883
Intercuenca 49913,2556,72,1,REQUENA,MAQUIA,SANTA ELENA,1605050016,58,Rio Canal Puinahua,Hydro8,Hydro39,7.51716977,71,0.03802747755459417,0.9999786195847502,0.10441250735649939,0.1782443415882536,0.04394045167949859,0.05021917378475415,0.9993232329012424,0.11267422977364949,0.13467820218821805,0.12465234155277881,0.5,0.8913123127535603,0.026511931427133092,0.8762465979215659,0.7691022659356248,0.9494721470197566,0.9249530470057585,0.0015819333466581286,0.9562863703444554,0.8804571837451112,0.8043344503416855,0.5,0,0,0,0.06371191135734072,0.13557594291539246,0.40816326530612246,0,0,0,0.02564102564102564,0.5,0.033331060827043964,0.9999991084064356,0.054032440775880326,0.24179941207253988,0.13718359442682604,0.12104737553451847,0.9999960328495145,0.15041608724193326,0.15837952586838208,0.17613167545214217
Intercuenca 49913,2556,72,1,REQUENA,REQUENA,ARICA VIEJO,1605010017,280,Rio Ucayali,Hydro8,Hydro33,1.86978745,71,0.31064641881873395,0.20387003799228812,0.07237094446551054,0.17626293166025075,0.011337916426770461,0.013832583389813283,0.03159093293622968,0.0844109531705651,0.2659047693087503,0.19514144483689605,0.5,0.418395975095687,0.4609883901634577,0.5228195181463554,0.7189921475392361,0.2401797548689808,0.5537978592172333,0.727886108618445,0.2332075184523551,0.6214935285933936,0.4831998541144138,0.5,0,0,0,0.0034626038781163434,0.6738022426095821,0.5170068027210885,0,0,0.17549019607843136,0.39447731755424065,0.5,0.32536390686280464,0.001492101638225165,0.0512708667923309,0.166982469359997,0.04081759944472002,0.023748746326539283,3.5932160704334773e-4,0.12209256951525466,0.2550632766482437,0.23881972074394234
Intercuenca 49913,2556,72,1,REQUENA,REQUENA,CAROCURAHUAITE,1605010018,173,Rio Ucayali,Hydro8,Hydro33,1.53881516,71,0.28552049475150165,0.12319915340501385,0.040399507631669274,0.09543985417337887,0.02734321628922414,0.0223287813884423,0.013139275758632973,0.054841750782320633,0.33843997360207406,0.23761629458063768,0.5,0.4478849581989733,0.4430799061298951,0.6393396302127695,0.5561129989666801,0.1265573764569384,0.5620251414327786,0.7644714260733322,0.22077190672845923,0.5518016150057401,0.4512074403479273,0.5,0,0,0,0,0,0.30952380952380953,0,0,0,0.027613412228796843,0.5,0.29762484327853883,0.0012897282136284923,0.03164601775318766,0.09157490806238727,0.07410664471381208,0.05403422513296847,2.543847166966275e-4,0.08362765220315017,0.3277083723859131,0.285730957166031
Intercuenca 49913,2556,72,1,REQUENA,REQUENA,MAGDALENA,1605010014,35,Rio Ucayali,Hydro8,Hydro33,3.2124351,71,0.3545610347042456,0.16998152858414614,4.4338479404414246e-4,0.0033657364258817355,0.2212378667601446,0.21172766350123542,0.05142158558373173,0.20163747934892198,0.11342590983770941,0.1367337356849011,0.5,0.3711210790732303,0.49709003700651616,0.9387176108523076,0.8407827279250688,0.012784336097920478,0.45720866704371416,0.5981558366977101,0.2465265604989224,0.5740097059439879,0.43704090690916164,0.5,0,0,0,0,0.0010193679918450561,0,0,0,9.80392156862745e-4,0.16765285996055226,0.5,0.3735108367537114,0.0011889271664323553,6.76194471294348e-4,0.0028920062045426033,0.45548074996701754,0.4406885169201491,6.7763078962082e-4,0.27287169687592083,0.10676772784682742,0.1902905345241843
