hydro_name_ana,size,order,edge_density,province,district,village,ccpp_id,population,river_name,hydro_name_l6,hydro_name_l7,adef,degree,strength_dist,strength_inv_dist,strength_grav_pop,strength_modgrav_pop_ori,strength_modgrav_pop_dest,strength_modgrav_pop,strength_grav_adef,strength_modgrav_adef_ori,strength_modgrav_adef_dest,strength_modgrav_adef,closeness,closeness_dist,closeness_inv_dist,closeness_grav_pop,closeness_modgrav_pop_ori,closeness_modgrav_pop_dest,closeness_modgrav_pop,closeness_grav_adef,closeness_modgrav_adef_ori,closeness_modgrav_adef_dest,closeness_modgrav_adef,betweenness,betweenness_dist,betweenness_inv_dist,betweenness_grav_pop,betweenness_modgrav_pop_ori,betweenness_modgrav_pop_dest,betweenness_modgrav_pop,betweenness_grav_adef,betweenness_modgrav_adef_ori,betweenness_modgrav_adef_dest,betweenness_modgrav_adef,eigen,eigen_dist,eigen_inv_dist,eigen_grav_pop,eigen_modgrav_pop_ori,eigen_modgrav_pop_dest,eigen_modgrav_pop,eigen_grav_adef,eigen_modgrav_adef_ori,eigen_modgrav_adef_dest,eigen_modgrav_adef
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,5 DEJUNIO,1601130020,55,Rio Itaya,Hydro2,Hydro21,6.36703274,75,4.5235117240269036e-4,0.4048544660843765,7.982659546603334e-5,0.02302183009415994,0.04396686357518376,0.02305531630161999,0.41814088363377716,0.044358939350292156,0.1278587338039527,0.030598979074774657,0.3248945147679306,0.9985025214056847,0.005156843025174993,0.9609460501755892,0.6525006106372931,0.6797591697142518,0.9830994629593914,0.18135321268431467,0.6295917542873275,0.7206491393231983,0.999541693089023,0.5066666666666668,0.16666666666666666,0,0,0.012357884330202669,0,0.19455252918287938,0,0.11346633416458851,0.008393285371702636,0.1290780141843972,0.32496066317589,5.6999441266817364e-5,0.5789880487815889,5.373363499383382e-5,0.03721101298362547,6.176347428016707e-4,0.035960493133216365,0.5804321261460902,0.13704179656703744,0.2741127059961934,0.06953582584021628
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,CAHUIDE,1601130056,604,Rio Itaya,Hydro2,Hydro27,6.15201917,77,0.37186215744835976,0.1182778396504608,3.635729248381382e-4,0.002729319021330067,0.15427568375270037,0.0038766300011583866,0.12480986048422962,0.06936732245631921,0.46797113132984897,0.12770153076871246,1,0.384786566554252,0.3511844822571241,0.6250749368801752,0.91268713127859,0.029909802923445895,0.37881617385805144,0.011714588595556876,0.14583338626640668,0.26830103410535283,0.49984804000401384,1,0,0,0,0.15916955017301038,0,0.1264591439688716,0,0,0.07913669064748201,0,0.999999999999994,0.34038010643570404,0.014303372471030546,3.4864187085675684e-4,0.0053973465786260446,0.0034981598486422336,0.004950549670731998,0.00890785728379221,0.11767945459330173,0.6968213114989507,0.16253190899584177
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,NUEVO SAN JUAN,1601130086,192,Rio Itaya,Hydro2,Hydro27,5.79132533,77,0.5064725335295277,0.04178107788071825,9.709735512861843e-5,0.011993393838980689,0.07100267923300867,0.012233483161686626,0.05027900583924412,0.07751065542475731,0.5569622396282964,0.14778457660253513,1,0.265142648754624,0.49248851084146844,0.8867983221937928,0.6847222729394029,0.17700092650329152,0.25601792947255175,0.05916212052663228,0.14381947465551903,0.03681281602463702,0.3925190866523553,1,0,0,0,0,0,0,0,0,0,0.045744680851063826,0.9999999999999821,0.4739354263729582,0.004122074986083495,1.0078837689759252e-4,0.01981505390727308,0.0014804414665010365,0.018936864933654363,0.00456618720194694,0.07597626115717153,0.7887647733898995,0.17562084530763486
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,BARADERO DE HOMAGUAS,1601130048,57,Rio Itaya,Hydro2,Hydro27,4.44966898,77,0.15996646594822844,0.10093356874796522,3.753210384344689e-5,0.032408374850671495,0.03668500420151732,0.032357522489594524,0.0672978392758233,0.059406202074039106,0.1702566652294886,0.0355932537428725,1,0.6603738735972806,0.09672877835613454,0.8629985471374769,0.3936637363179689,0.582829066399454,0.6630198105331646,0.23673827894659466,0.21478431667525918,0.2461308507220824,0.7423905798157037,1,0,0,0,0,0,0.2198443579766537,0,0,0,0,0.999999999999997,0.14731961108063957,0.01741608081179978,3.849681148839962e-5,0.05122070973732075,6.740575054010956e-4,0.04998404037069048,0.007028021273087597,0.11595095119157324,0.30729309087068174,0.04826250299418061
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,NUEVO PROGRESO,1601130051,29,Rio Itaya,Hydro2,Hydro27,3.89697317,77,0.260417444049328,0.0635746973941815,1.6006013566426224e-5,0.07285931929928091,0.06467613474645285,0.07313828317093582,0.04340102523742026,0.08845185282677705,0.18330048281233677,0.057153321623679934,1,0.5125681455720011,0.21561106907359961,0.9369334646563041,0.592806150248694,0.7189445573918941,0.4583109088333824,0.23524288794058903,0.11369306977422097,0.16701403648562815,0.6021449521114559,1,0,0,0,0,0,0.07782101167315175,0,0.01371571072319202,0.050359712230215826,0.019148936170212766,0.9999999999999791,0.23971440798367125,0.009560675176004311,1.642684956132096e-5,0.11295939533736125,0.0014537790103562524,0.1117995663260215,0.004471351066801944,0.13238185350268336,0.30771110792568634,0.059093064419707096
Cuenca Itaya,2988,78,0.995004995004995,LORETO,NAUTA,1_ DE FEBRERO,1603010099,213,Rio Itaya,Hydro2,Hydro27,4.21623738,77,0.6886783703374887,0.05670001114722456,9.773912561895474e-5,0.0117843397978185,0.09792828546137916,0.0122839773538259,0.038676133145782,0.1695972239768414,0.4037055525361809,0.15511675025231914,1,0.14338384734512943,0.6680705587585248,0.9100862244416195,0.6352198305323592,0.1350581213715374,0.12788400112920956,0.1999971011512161,0.17139343018289865,0.22654171581631344,0.2833048146463594,1,0,0,0,0.07464162135442412,0,0,0,0.24812967581047382,0.002398081534772182,0.1127659574468085,0.999999999999994,0.6598028892198992,0.0023461787017366254,1.0258221017976548e-4,0.01946317838552696,0.0022220204981742006,0.018814136066252075,0.002499965036930634,0.15862756137706263,0.5758453075535223,0.15706136007258148
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,FERNANDO LORES,SE_OR DE LOS MILAGROS,1601030060,90,Rio Itaya,Hydro2,Hydro27,4.01364855,77,0.11419838633232009,0.11380586834674605,6.563661362899075e-5,0.00945224423602731,0.9369943389889012,0.018744094213161304,0.06875176476449144,0.08039955447334876,0.052558912717469,0.020296025902202974,1,0.7417413517682094,0.06415454324924903,0.7897656336346441,0.4624830518854559,0.4712705357467007,0.7348301411273248,0.2879256731505754,0.4057219536944888,0.2555651585301878,0.8017805836941944,1,0,0,0,0.003954522985664854,0,0.04474708171206226,0,0.16458852867830423,0,0.09042553191489362,0.9999999999999851,0.10373891056181335,0.026321029347967265,6.547270912696463e-5,0.02253559577739622,0.8667655464490811,0.02929624552877499,0.00768434563067332,0.11230559302969059,0.05142689407832177,0.025124645059169098
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,TRIUNFO,1601130046,336,Rio Itaya,Hydro2,Hydro27,4.87850095,77,0.29242501631553314,0.06856939139059157,1.982315980926552e-4,0.005415281559021239,0.061199315279683725,0.005591173277095799,0.059774650456025466,0.0754406953001664,0.28294553696454,0.07489241383692248,1,0.4725572280569715,0.2571055832921836,0.6433527789294183,0.1480624550986149,0.22778066335587208,0.4002556385668132,0.12882818028414889,0.06686818532132012,0.1495244854167522,0.5780741333966684,1,0,0,0,0,0,0,0,0,0.03597122302158273,0.15106382978723404,0.999999999999997,0.267720895328082,0.00887787337764049,2.057567947356063e-4,0.009769511010155768,0.0013297121340559049,0.008509098487483154,0.005511122424521644,0.12423684736088847,0.4489395233419457,0.09240449632747536
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,SAN LUCAS,1601130045,501,Rio Itaya,Hydro2,Hydro27,4.94189336,77,0.0853753313710797,0.16197346918692343,3.9199088454876637e-4,0.0025048683117580876,0.055421351470899466,0.002650652554496522,0.11316041356080615,0.04292830483175765,0.15632006584887323,0.025426212879451668,1,0.7986599099537733,0.04353810274331671,0.45656749544684055,0.5619350701879625,0.4284803711493417,0.763089364962259,0.20854455764355168,0.4382088561790786,0.3956582308219004,0.850229000582516,1,0.16666666666666666,0,0,0.21107266435986158,0,0,0,0.01371571072319202,0.07913669064748201,0.2648936170212766,0.999999999999994,0.07491845918413013,0.04867225668807296,3.85811314640225e-4,0.005119887174504174,3.481710902641536e-4,0.003849497001914638,0.011680436705975199,0.10705293417630746,0.300435786333292,0.04427941809772172
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,NUEVO TRIUNFO,1601130078,58,Rio Itaya,Hydro2,Hydro27,5.3186803000000005,76,0.0992603449273409,0.1183493000165103,4.393814231815399e-5,0.02998318283470906,0.013640539029534025,0.02969890224162734,0.09302714305502155,0.02491960901632711,0.24001397527169763,0.03708400626006105,0.6581196581196556,0.7690485132029866,0.05321532275733918,0.8584449254755964,0.7349687401372434,0.5948009012697343,0.7749005815076504,0.1759067921284265,0.42464112352002137,0.29153271556405014,0.8171595559572619,0.8377192982456142,0,0,0,0,0,0.5097276264591439,0,0.16271820448877805,0,0.0026595744680851063,0.6581875066947215,0.08779651899424244,0.0330105264778639,4.1893774788432034e-5,0.04722318725212424,3.942416088601986e-5,0.04600594036668296,0.010985207387778473,0.02956921416986297,0.4044796779067004,0.062252110721999175
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,HUAMBE,1601130079,141,Rio Itaya,Hydro2,Hydro27,6.37283942,77,0.3716709739651801,0.09434514848237828,9.035204758574015e-5,0.015430483963516045,0.04273668606075398,0.015387146059546145,0.10622143099012324,0.046640216398844414,0.5477124864194085,0.13457904459265327,1,0.38498036292957916,0.34983542466504686,0.8810135143155579,0.6939681420614587,0.2782587085518895,0.37579114305027694,0,0.1873434130851781,0.20811268943198172,0.4965693654835941,1,0,0,0,0,0,0.04474708171206226,0,0.1970074812967581,0.0035971223021582736,0.0425531914893617,0.999999999999994,0.33950499579434057,0.010902064725488917,7.986014889787389e-5,0.02504263003507127,7.986250569028418e-4,0.02397458610269479,0.007982740776360242,0.0483088887481417,0.7886099753484529,0.1721212734043123
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,HABANA,1601130049,62,Rio Itaya,Hydro2,Hydro27,6.06176692,77,0.35664382028121794,0.5375927303820786,7.07571656132932e-5,0.036455488861440045,0.040121810295138914,0.036412608695598064,0.49715687875701114,0.07005305312107715,0.4426831870900865,0.12115491393211109,1,0.40045829298664765,0.3348887772564035,0.939443679464732,0.8274600431019841,0.5067206138579385,0.4145622720513636,0.014767264482444774,0.13066810165700687,0.26715650757725273,0.5112926318461744,1,0,0,0,0.037567968363816116,0,0.5544747081712063,0,0,0.045563549160671464,0.12234042553191489,0.999999999999994,0.3256196632922308,0.07883234621626238,3.428056175033674e-5,0.057294080959945995,9.88766537342164e-4,0.056064026633549084,0.03130598922677436,0.11914813006813217,0.6658158270889065,0.15482378911381542
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,NUEVA VIDA,1601130047,96,Rio Itaya,Hydro2,Hydro27,4.39322582,77,0.13795101874111798,0.10546322404165974,6.662469081877963e-5,0.01826894253791617,0.02877676273262729,0.018114870031964138,0.06965185756127983,0.055919607681069294,0.1547190041566779,0.029509246524945812,1,0.6982327688956437,0.08010062995198605,0.7866666350619913,0.2738280277491723,0.44348176139100204,0.6963684016595094,0.24204910866845472,0.2862285448644625,0.2947737800020429,0.7726206843278233,1,0,0,0,0,0,0.04669260700389105,0,0,0.014388489208633094,0.1478723404255319,0.999999999999994,0.12531175692148544,0.020594649167317815,6.76384746716223e-5,0.029574914928567578,4.3373541620562225e-4,0.02831244215468519,0.0075111019489022875,0.1121041549524,0.28779144166236564,0.040586784719390735
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,NUEVO SAN MARTIN,1601130052,64,Rio Itaya,Hydro2,Hydro27,4.1426017,77,0.2372325203555548,0.06257424551911313,3.828505319856764e-5,0.031271927168754605,0.03693738872634645,0.03120837567039929,0.04504374238154563,0.07864772648534445,0.18979708178856017,0.05137556481914595,1,0.5434887440846934,0.1811980378633493,0.8621777531804392,0.3390339942176729,0.5295598522453174,0.555376104220068,0.23452564382822008,0.10345486318401706,0.1572246776374432,0.6431703848950084,1,0,0,0,0,0,0.06420233463035019,0,0,0,0.0010638297872340426,0.999999999999994,0.2201764165005545,0.010521294479153906,3.995537441982797e-5,0.049432587969549836,7.534582066805767e-4,0.04819374611034154,0.005034756737712559,0.12758570193756208,0.3222567067655398,0.05875667460091774
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,UNION,1601130043,68,Rio Itaya,Hydro2,Hydro27,5.3186803000000005,76,0.0992603449273409,0.1183493000165103,5.1868659314219436e-5,0.025176609875836704,0.03176688561024557,0.025073224256666336,0.09302714305502155,0.04364633553760137,0.18887129538124717,0.03708400626006105,0.6581196581196556,0.7690485132029866,0.05321532275733918,0.8378245683158801,0.49489332636633226,0.552317645685853,0.7734094900247634,0.1759067921284265,0.3861395376431348,0.35811708070408005,0.8171595559572619,0.8377192982456142,0,0,0,4.943153732081067e-4,0,0.20038910505836577,0,0.0018703241895261845,0.09712230215827339,0.0026595744680851063,0.6581875066947274,0.08779651899424176,0.03301052647786387,4.947954043480888e-5,0.04021562019045768,4.972206367272336e-4,0.03896530538991631,0.010985207387778442,0.11110891946486406,0.34752626129671843,0.062252110721999175
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,AGUAS BLANCAS,1601130081,63,Rio Itaya,Hydro2,Hydro27,4.55093355,77,0.5170510568142058,0.12294292889057681,3.453081440592738e-5,0.03977392835033507,0.02392484537790493,0.0395403610853918,0.0805954854597397,0.11858014856281537,0.37768502264761056,0.11883034045070982,1,0.2569756417059579,0.49925564927914423,0.9625447752054812,0.39259846009391947,0.47613006656531864,0.2433985937168494,0.14239353275737324,0.11184590954265682,0.21751500976735813,0.38659867347891425,1,0,0,0,0,0,0.20428015564202334,0,0.0798004987531172,0.001199040767386091,0.26382978723404255,0.9999999999999881,0.4824554849531463,0.005408263316903443,3.1604337300030786e-5,0.06179621753677703,4.934596947345417e-4,0.060699646670972565,0.0037466599673330876,0.11358097998345583,0.550775846956027,0.12598156875100677
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,BELEN,PE_A BLANCA,1601120058,85,Rio Itaya,Hydro2,Hydro27,3.67825367,77,0.04656221097584089,0.12629851710611298,6.978412840217945e-5,0.017517826673846874,0.044936756893306375,0.017546795041823732,0.06953735573457644,0.020667103563450473,0.13658542659718728,0.0015514173435567562,1,0.8834761215972281,0.021251261223468,0.8954619986893558,0.4023615204923063,0.5203784399643614,0.8928980854901103,0.34792074225997144,0.6338438653157378,0.49766281790993294,0.9040318814729131,1,0,0,0,0,0,0.7062256809338522,0,0.5922693266832918,0.19664268585131894,0,0.999999999999997,0.041060846929598216,0.04237166334035316,6.965975196479777e-5,0.028795599269351456,6.950756669039308e-4,0.027532353769087903,0.011383582860705498,0.07010607625973968,0.22652401718409793,0
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,PALO SECO,1601130021,84,Rio Itaya,Hydro2,Hydro21,8.0863406,77,1.984124073267788e-4,0.197648091576662,8.920051753613524e-5,0.013504240986019623,0.030866888200512487,0.013385241217399655,0.2977894827181786,0.0705105130630541,0.1640761695352947,0.07725212411392751,1,0.9994643252403039,0.025749137171824903,0.9489125187418863,0.551909817129599,0.5935995261739527,1,0.10935954391257822,0.8091465886866629,0.9250206151203219,0.9730949216623234,1,0,0,0,0,0,0.8210116731517509,0,0.4339152119700748,0.19904076738609114,0.1276595744680851,0.9999999999999881,4.4433147636791756e-4,0.0570384373187858,8.975339106526025e-5,0.022490554793059024,5.988697128960901e-4,0.021218713291306767,0.08865048697287467,0.19123291043589946,0.3384984168387959,0.14429770983476334
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,BELEN,SANTA MARTHA,1601130041,88,Rio Itaya,Hydro2,Hydro27,4.7366745,77,0.022315097843215365,0.1349681826548207,7.822168669537741e-5,0.01571591599124695,0.02564528424075657,0.015545343515677292,0.10039549983543175,0.03418813220089217,0.09852455172596933,0.0019236938748664048,1,0.9419368546518451,0.00889672359375757,0.9181737013651634,0.39581714759440034,0.5318091389728196,0.9334759195253325,0.2724240855517819,0.4599683513319398,0.5805416488929527,0.9788265902005303,1,0,0,0,0,0,0.19455252918287938,0,0.008728179551122194,0,0.7351063829787234,0.999999999999997,0.019703362209362148,0.038795672076851834,7.804929945507263e-5,0.025764674620539094,4.704824123769755e-4,0.024496438376581366,0.02321390851380815,0.10250650572827183,0.21853017538959427,0.016703679246946414
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,BELEN,SAN JOSE,1601120030,1184,Rio Itaya,Hydro2,Hydro21,2.01096879,77,0.4455029627003784,0.35559998633438183,0.017746283990294362,0.005721219488416426,0.020494555630791826,0.005536824801529325,0.04144888295775162,0.02407706278953852,0.9222655614818481,0.26806612131806906,1,0.3154720744114835,0.6130430852802174,0.7738224209536039,0.5614509555516711,0.6202065595134271,0.3162702182307938,0.790813524733755,0.4289090007196729,0.15740388828970855,0.3837565217240843,1,0,0,0,0.11072664359861592,0,0.47470817120622566,0,0.011221945137157107,0.007194244604316547,0.0797872340425532,0.999999999999997,0.4297057679248181,0.032461919988285466,0.020998827102583925,0.0061437055468823495,0.01565816229346943,0.004858715415106718,0.0012300749423666234,0.07327197693023416,0.9373934183714573,0.25373254176765786
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,BELEN,PUERTO ALEGRIA II ZONA,1601120048,147,Rio Itaya,Hydro2,Hydro21,4.02912707,77,0.25122503912611444,0.10565326652565052,4.791274622943694e-4,0.0020567410694669525,0.027063955856047203,0.0018477883874792127,0.05466970240597088,0.06319253501569236,0.21484290529790437,0.03483742116557914,1,0.524623199593506,0.4095772324695036,0.9580245668414239,0.7844013615612356,0.7173108886926891,0.46613986178426486,0.48661544642049814,0.19630398094565263,0.22927171544547323,0.6333414081646749,1,0,0,0,0,0,0.14980544747081712,0,0.004987531172069825,0.10671462829736211,0.8872340425531915,0.999999999999994,0.23551080211222203,0.006935522241538018,4.7354811003323736e-4,0.004537907726134286,0.0016126294985201702,0.003243787814299643,0.004382803215711375,0.14543039798386773,0.23101616921294726,0.03959875897864633
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,BELEN,LIMON,1601120056,116,Rio Itaya,Hydro2,Hydro21,6.64560208,77,0.004802507672546513,0.15649976876864022,1.3182724509622397e-4,0.008752363264058913,0.028044716599090917,0.008603652777337207,0.19772232096068876,0.06205164796764816,0.08993143928419083,0.03411716194078044,1,0.9871348702718115,0.06040427306317618,0.936542220170338,0.4363963617931525,0.5248504892175422,0.9547238440335108,0.19949979361649237,0.83574395038464,0.8647107930197773,0.9806908394851899,1,0,0,0,0,0,0.005836575875486381,0,0.003740648379052369,0.05875299760191847,0.27872340425531916,0.9999999999999881,0.005750237940610035,0.034128765320637,1.337100867830071e-4,0.015162248420543872,8.098422902125852e-4,0.013880719324716082,0.055093266956387034,0.1662381574128697,0.22385682224437048,0.07767156469828002
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,BELEN,SAN JUAN DE MUNICH,1601120049,261,Rio Itaya,Hydro2,Hydro21,6.05765112,77,0.06894177347057466,0.09147977982695032,3.806340150867877e-4,0.002663960630254273,0.017443492105895915,0.0024104767909628056,0.10047219037369713,0.07667587584582276,0.060670794538110785,0.02200458261663651,1,0.8333478852634281,0.18234570239119213,0.8991578332955915,0.35931732093694574,0.3762337849760431,0.7848099903694534,0.28239441519436503,0.47100871030203334,0.6325015267245493,0.8623893778182341,1,0,0,0,0,0,0.49416342412451364,0,0,0.07673860911270983,0.02553191489361702,0.9999999999999881,0.06530104302935678,0.012297444595269795,4.050010969398241e-4,0.0053927932934494825,0.0018945126489705074,0.004098583711610757,0.015306619614395278,0.18204325504673693,0.13839610794116136,0.05638800049951319
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,BELEN,NUEVO CAMPEON,1601120033,183,Rio Itaya,Hydro2,Hydro21,2.00597309,77,0.41174885613139095,0.14182925011565392,0.0020586398074894157,2.2414772776111196e-4,0.029763382834531883,2.8071188166588345e-5,0.020612946298460676,0.021444249696267414,0.881885195952536,0.2542168951150712,1,0.3459755879579188,0.5800339367519517,0.9560931020684961,0.5222996220876823,0.8842626858873017,0.3184126740163963,0.7803577476776347,0.4704786766290821,0.3046491073709066,0.41827094102892676,1,0,0,0,0,0,0.07198443579766536,0,0.004987531172069825,0,0,1,0.3939590119742457,0.016038693850685667,0.0023777798980900698,0.0014295710481457729,0.002468601375702884,1.3260345965703522e-4,0.0012274443104866154,0.06957889786099211,0.899175470360966,0.2390132775778854
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,BELEN,SAN ANDRES,1601120032,582,Rio Itaya,Hydro2,Hydro21,1.94123829,77,0.42647999695612676,0.17192329241512236,0.01088456996447816,0.0021058255210473545,0.01676058482035156,0.0018427483024430493,0.022476779684143515,0.020479846375250892,0.9412783563345816,0.27444801695628757,1,0.3324134560252318,0.5951531198648945,0.8736205178829192,0.42304074136245146,0.7557805851731882,0.2988455230813657,0.8023597456914273,0.485562665004891,0.2537493368440857,0.40686262650329696,1,0,0,0,0,0,0.35019455252918286,0.20375234521575986,0,0.07913669064748201,0,0.9999999999999851,0.4090379056040539,0.029039420531049503,0.012424533154557622,0.0028630568698415496,0.007621158810241589,0.0015691208668889927,0.0011452230274887141,0.06765490357283255,0.9592972984521351,0.25929410410319004
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,BELEN,SAN FRANCISCO,1601120031,881,Rio Itaya,Hydro2,Hydro21,1.9893827,77,0.4368535064247253,0.6310733508210791,0.1483305777417855,0.003865968471412008,0.017982744472666037,0.0036414332547879246,0.066552949519534,0.02261944354846976,0.9254808338711422,0.2691036966695836,1,0.3230970955276501,0.6054976648388793,0.8212285320344734,0.4888912407044532,0.8836206067489838,0.29749773384629624,0.7933751292276575,0.4572070264076168,0.21764460098635127,0.398861245881309,1,0,0,0,0,0,0.5447470817120622,0,0,0.08513189448441247,0.07127659574468086,0.999999999999994,0.41985334340403313,0.1886399581977357,0.15903046021034195,0.004447992736347661,0.011613684031443557,0.00315843088992922,0.0013194748760036997,0.07110690670425365,0.9412021458301664,0.2543071609152889
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,BELEN,NUEVO SAN JOSE,1601120029,104,Rio Itaya,Hydro2,Hydro21,2.02858808,77,0.4463572967434886,0.3536327495986876,0.0016629899885851123,0,0.052517429380262215,0,0.04145238845811638,0.024707818005649054,0.912733806094616,0.2648508399872777,1,0.314725847140277,0.613698007330998,0.975153408514374,0.5650175380665899,0.9549107705225464,0.32953379666826726,0.7865916408714161,0.42049764843043497,0.15380271283927183,0.3822991876346379,1,0,0,0,0.21502718734552645,0,0.5642023346303502,0,0.004987531172069825,0,0.006382978723404255,0.999999999999994,0.43068521147895233,0.031948242176008564,0.0017976725373256865,0.0012927939343027428,0.0016240092687526296,0,0.0012423455893958984,0.07429773006661233,0.9273344241884526,0.25062463042758004
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,28 DE ENERO,1601130060,36,Rio Itaya,Hydro2,Hydro27,4.21841122,77,0.667799864736935,0.07171360020610483,1.6110380982269322e-5,0.07592287119337916,0.07181153934161015,0.07622353751709667,0.045219202017784496,0.1543163210956267,0.42417622384418363,0.15038155104651338,1,0.1555435036289003,0.6467073639077349,0.9831646901112939,0.558519287322921,0.6083020200551791,0.13683081861608207,0.1962416071967319,0.11897373306460371,0.29290619371175836,0.2936902274191096,1,0,0,0,0,0,0,0,0.004987531172069825,0.08393285371702638,0.1574468085106383,0.9999999999999881,0.6375937325629274,0.0026993144646093575,1.576494847654837e-5,0.11712554254051587,0.001860342497833848,0.11606110127795974,0.0025961712740580054,0.1687887193388952,0.5967584703640225,0.15217131768047118
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,VILLA BELEN,1601130061,83,Rio Itaya,Hydro2,Hydro27,1.00329695,77,1,0,3.130770211747135e-5,0.03642634769521741,0.07430605022972707,0.036619796307233346,0,1,0.4416335929339382,1,1,0,1,0.9744485515171154,0.26664394368223043,0.3428323683100687,0,1,0.47576778792718194,0.671808020185385,0,1,0,1,0,0,0,0,1,0.8927680798004988,0.9580335731414868,0,0.999999999999997,1,0,3.4498462371068164e-5,0.05685533234923423,0.0019596638009154624,0.05596464104670382,0,1,0.48580860899373907,1
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,SANTA BARBARA,1601130064,112,Rio Itaya,Hydro2,Hydro21,5.73915351,77,0.0503591419403648,0.1066034705389231,1.5377450847697526e-4,0.007025162370621461,0.037486595623842774,0.006960383790920281,0.11264279615629126,0.019212442382072457,0.1870057096532755,0.013093913434740595,1,0.8747237536623761,0.1556753047936202,0.9516592109798732,0.5541417431476028,0.5940488753501229,0.8388178904592692,0.29282712098680685,0.5580722523248826,0.674504144751733,0.8836220163858058,1,0,0,0,0,0,0.11284046692607004,0,0,0.0407673860911271,0.35212765957446807,0.9999999999999851,0.048030337058041724,0.014695271253250927,1.6146271690859853e-4,0.01228742399151512,9.98397669765929e-4,0.011326925564818858,0.01771282439968699,0.020516790623715565,0.28524596508295547,0.0422334005470435
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,SAN CARLOS,1601130065,127,Rio Itaya,Hydro2,Hydro21,7.15450912,74,0.02555611866913681,0.10357766013347822,1.5857307821237604e-4,0.006689333519389734,0.03884540201236979,0.00664797373585328,0.1403057310431498,0.0067765764563756815,0.2824043881293983,0.048102237564702756,0,0.9274148113520325,0.11697693891789995,0.9410454350433511,0.5052593379579374,0.5365092620824446,0.8812499866241781,0.1945615634181149,0.7668791870949103,0.726470902551903,0.9267938195488967,0,0,0,0,0,0,0.01556420233463035,0,0.08291770573566085,0,0.05558510638297872,5.967385156516858e-15,0.02487174806476114,0.01853344034931085,1.6771242793368248e-4,0.01180391167039092,0.0010295911883726144,0.01085832564285861,0.02953375928510608,0.006851132810117275,0.4215500766890452,0.09988857875740662
Cuenca Itaya,2988,78,0.995004995004995,MAYNAS,SAN JUAN BAUTISTA,SOLEDAD,1601130066,118,Rio Itaya,Hydro2,Hydro21,7.94982235,76,0.006094133506830431,0.3198819452576196,1.6590734392071333e-4,0.008324658180979752,0.03480360897532253,0.008245807729714118,0.4835192052886716,0,0.34413388067530615,0.07110951775450869,0.6581196581196556,0.9835030706913552,0.06485016936830305,0.9377746006454402,0.5565020712735259,0.5300419627024107,0.9667671650369087,0.13375779045791492,1,0.9833130291624933,0.959257717754073,0.8377192982456145,0,0,0,0,0,0.3735408560311284,0,1,0.002398081534772182,5.319148936170213e-4,0.6581875066947215,0.006479683643133932,0.05508235883232748,1.3884444031237234e-4,0.014338703872441625,8.671259218986003e-4,0.013332684929514293,0.17892717503584854,0,0.5197771009568131,0.1357368813268939
