province,district,village,village_id,population,river_name,hydro_name_ana,hydro_name_l6,hydro_name_l7,adef,lon,lat,degree,closeness,betweenness,eigen,d_stre,d_close,d_between,d_eigen,d_pop_grav_stre,d_pop_grav_close,d_pop_grav_between,d_pop_grav_eigen,d_adef_grav_stre,d_adef_grav_close,d_adef_grav_between,d_adef_grav_eigen,t_stre,t_close,t_between,t_eigen,t_pop_grav_stre,t_pop_grav_close,t_pop_grav_between,t_pop_grav_eigen,t_adef_grav_stre,t_adef_grav_close,t_adef_grav_between,t_adef_grav_eigen,size,order,edge_density
UCAYALI,SARAYACU,NUEVO DOS DE MAYO,1606050049,293,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro76,6.04998232,-75.16071401195471,-6.421859605059558,0.5,0.5,0.5,0.5,0.2837804453342016,0.3069684282012008,0.5,0.24116574598092216,0.07213692435720293,0.1430190923513585,0,0.08313103969216525,0.2094003035217531,0.33878545507927,0.5,0.19029154424641445,0.33303967562797404,0.32719306899654027,0.5,0.2775681379994742,0.08325636611663624,0.1561160859256438,0,0.09489429433930342,0.4050436608082772,0.44035774461789673,0.5,0.39591170539835213,2556,72,1
UCAYALI,SARAYACU,7 DE JUNIO,1606050020,51,Qda Paynaco,Intercuenca 49913,Hydro8,Hydro39,1.02263122,-74.88507035901699,-5.998140473193654,0.5,0.5,0.5,0.5,0.626192798995316,0.6733043488013187,0.5,0.5862180278311171,0.016767178414691213,0.038490574940234855,0,0.019829522501927557,0.04716370538923467,0.08457616226948564,0.5,0.04302099138278295,0.2220493306317502,0.2739080787590397,0.5,0.23180270475458506,0.002373457536075398,0.004547064943451458,0,0.0028291501433243492,0.02762318417496653,0.0401896692873028,0.5,0.02680502128587807,2556,72,1
UCAYALI,SARAYACU,SARAYACU,1606050066,259,Qda Sarayacu,Intercuenca 49913,Hydro8,Hydro76,1.30836496,-75.11189060954094,-6.722720724942704,0.5,0.5,0.5,0.5,0.21342624700322452,0.19230224498942658,0.5,0.16160650466351395,0.07953186191802324,0.2640503671143405,0,0.10013192356058148,0.03578887140334901,0.06278338260307903,0.5,0.03214055968651842,0.1533869315537968,0.09764122351207477,0.5,0.10862366785773486,0.0599321603422718,0.20309114714300364,0,0.07480419509287388,0.050362320550495075,0.06973941589810127,0.5,0.04922630898522588,2556,72,1
REQUENA,MAQUIA,OBRERO,1605050015,273,Rio Canal Puinahua,Intercuenca 49913,Hydro8,Hydro39,7.56848402,-74.66177799771945,-5.77304399994952,0.5,0.5,0.5,0.5,0.8904042240065089,0.9147111321075776,0.5,0.884334304563878,0.11147600879898242,0.19658206623874105,0,0.11660462506945922,0.7822712843085093,0.9536944048213031,0.5,0.7613048923365766,0.6561732640460404,0.6792947188294881,0.5,0.654621932452305,0.0636939544890259,0.12427335283114936,0,0.06602420948334642,0.7868267596557844,0.7726515200478477,0.5,0.7885427420744116,2556,72,1
REQUENA,MAQUIA,SANTA ELENA,1605050016,58,Rio Canal Puinahua,Intercuenca 49913,Hydro8,Hydro39,7.51716977,-74.6393559976793,-5.769366998931113,0.5,0.5,0.5,0.5,0.9209760540501623,0.9331103703908324,0.5,0.9156934821398997,0.021408820551608736,0.03878059893626924,0,0.02225036593099642,0.8445896618340215,1,0.5,0.8195169939069329,0.693376043125658,0.7087992773934416,0.5,0.6925412245689856,0.011698197531942213,0.02227074285875154,0,0.011826632663935738,0.8320554253390586,0.8082511338123705,0.5,0.8319569619714909,2556,72,1
REQUENA,REQUENA,ARICA VIEJO,1605010017,280,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro33,1.86978745,-74.10065189614583,-5.093028527118113,0.5,0.5,0.5,0.5,0.6563850404150804,0.5163697871059844,0.5,0.6038136864859602,0.06998050877461978,0.11968888980840418,0,0.0697817250988293,0.09620200643253267,0.16640986739556554,0.5,0.08563988006639588,0.17084505209927786,0.15231684079370147,0.5,0.1761963026027869,0.027921154542087545,0.052984739665394055,0,0.028811583681763047,0.048570651338546704,0.070693696178053,0.5,0.04577546907826576,2556,72,1
REQUENA,REQUENA,CAROCURAHUAITE,1605010018,173,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro33,1.53881516,-74.04983352372975,-5.118671403561424,0.5,0.5,0.5,0.5,0.6725798112582725,0.5160199130136783,0.5,0.615410127253775,0.041037508844049705,0.07118982029986853,0,0.04078659620384125,0.08133989357479106,0.1425069687799962,0.5,0.07252628818016062,0.6693812193163626,0.5306922406633332,0.5,0.6074956846583285,0.037867570261541,0.06939937319734119,0,0.03759886742426511,0.11005269515322767,0.1528546250012475,0.5,0.10200757969871821,2556,72,1
REQUENA,REQUENA,MAGDALENA,1605010014,35,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro33,3.2124351,-73.92294577769803,-5.099051026024212,0.5,0.5,0.5,0.5,0.5853104566892028,0.4343045846100681,0.5,0.5371649537508207,4.892876074233217e-4,9.028286389812764e-4,0,5.225659947005269e-4,0.23062519766788603,0.32311215403071103,0.5,0.21041326470467733,0.5235886691245937,0.40238780000324137,0.5,0.47231854024166636,0.00112634391398976,0.0022071173809352453,0,9.80465490786575e-4,0.24589962148785544,0.2932127313242941,0.5,0.23087131236897235,2556,72,1
REQUENA,REQUENA,PUERTO RICO,1605010011,67,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro33,6.00990485,-73.93887989873906,-5.071336276991802,0.5,0.5,0.5,0.5,0.5980114901629812,0.4275119303212616,0.5,0.545244011969834,0.009384245627975596,0.01707179030697219,0,0.009054402055407324,0.5410459543548024,0.5832976054225262,0.5,0.4890492564849092,0.5779709590859938,0.4342833441289706,0.5,0.5180419561192275,0.008115480651529585,0.0157164224190788,0,0.007928090053892186,0.503370835414923,0.5535107061168827,0.5,0.4675487923446145,2556,72,1
REQUENA,REQUENA,NUEVO CARAHUAYTILLO,1605010012,79,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro33,4.94750947,-73.93049914881352,-5.058867410549565,0.5,0.5,0.5,0.5,0.5802317646575461,0.41461181174278733,0.5,0.5302778410649605,0.011756476851181254,0.021359413785103833,0,0.011417547466608878,0.4489572097097698,0.4855761258438762,0.5,0.41028544307240644,0.4680756699458121,0.36528655314968345,0.5,0.42639433850599595,0.008084496708349704,0.015642375439658497,0,0.008073999858790485,0.3027236273721332,0.37989212701516717,0.5,0.28438606562495095,2556,72,1
UCAYALI,VARGAS GUERRA,GARZA CA_aeO,1606060015,110,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro76,8.97709387,-75.16603910853546,-6.952199099630419,0.5,0.5,0.5,0.5,0.10746425334974716,0.07994769462143443,0.5,0.07309216206562712,0.08738517402228545,0.43557430926869606,0,0.12671561776532916,0.36228419621194125,0.40392024767635476,0.5,0.32774617839056497,0.16223227074083957,0.08126848507154291,0.5,0.10320725356656371,0.12252172801521592,0.4890200503710299,0,0.174643146778064,0.7599366798160144,0.5004488169350286,0.5,0.7627093297405312,2556,72,1
UCAYALI,SARAYACU,MONTE BELLO,1606050040,645,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro76,7.16472063,-75.16752299868301,-6.16372199996992,0.5,0.5,0.5,0.5,0.337347419832951,0.398574901756144,0.5,0.31024407925520386,0.14081970106383862,0.2673603512011882,0,0.15675477341157876,0.23490445265461596,0.4085559884189335,0.5,0.21420503256469337,0.44324462987755114,0.48827892033262055,0.5,0.40509630920820827,0.1531992299048083,0.2955092986151698,0,0.17053525474417772,0.43066459385639155,0.5624734510618553,0.5,0.41814293338668157,2556,72,1
UCAYALI,VARGAS GUERRA,VICTOR ANDRES BELAUNDE,1606060006,221,Qda Cruzmuyuna,Intercuenca 49913,Hydro8,Hydro76,3.67241236,-74.99861499976325,-6.796222000136589,0.5,0.5,0.5,0.5,0.19206151961182388,0.18561115787576493,0.5,0.1490304236378096,0.060702569069416575,0.22654007702074713,0,0.07777657774423863,0.10616956465175498,0.18167080245815176,0.5,0.09611879352078258,0.14033860373528717,0.07827383010543047,0.5,0.09506580844481986,0.056185450424502105,0.21054770638893494,0,0.07192809151170627,0.16406724866045833,0.20974006666032774,0.5,0.16114371608621414,2556,72,1
UCAYALI,SARAYACU,SAN RAMON,1606050023,283,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro76,3.10765092,-74.77424927382992,-5.968666398637004,0.5,0.5,0.5,0.5,0.7077669244998879,0.7698049505920871,0.5,0.6777707095333056,0.09763089643696869,0.2037862962823782,0,0.10756362343490238,0.16227695231477737,0.28998719856574434,0.5,0.15123227269914963,0.7629970484520797,0.8081181097683782,0.5,0.7420146756888127,0.09860170580362991,0.1997137007660927,0,0.10798851989449207,0.2868529798634046,0.38511560715390575,0.5,0.28232203907176495,2556,72,1
REQUENA,MAQUIA,ENCANTO SIUCA CA_O,1605050029,241,Qda Main,Intercuenca 49913,Hydro8,Hydro76,1.11962626,-74.53800599990144,-5.936031997770709,0.5,0.5,0.5,0.5,0.8654565699491935,0.9098139670437102,0.5,0.8553236081157553,0.0847866512627922,0.1580982013176621,0,0.08942409716876945,0.0656118610688995,0.11967911502836799,0.5,0.06241818373014779,0.5180636168357723,0.5684767056782389,0.5,0.5207076935921584,0.04506871673922203,0.08813970846537475,0,0.04741038559710155,0.0561617821645587,0.08095905425765457,0.5,0.05508844917926977,2556,72,1
REQUENA,MAQUIA,RAYO,1605050041,92,Rio Sungaro (Maquia),Intercuenca 49913,Hydro8,Hydro76,0.3731377,-74.75984299982832,-6.22498699958093,0.5,0.5,0.5,0.5,0.5311985649789014,0.6108071118353716,0.5,0.49197286718820527,0.017897095598353983,0.03197686346752645,0,0.020507252096891474,0,0,0.5,0,0.21458484536670921,0.2763613060507526,0.5,0.21429996606599078,0.007730864219558366,0.01479946230594566,0,0.008542660005216961,0,0,0.5,0,2556,72,1
REQUENA,MAQUIA,CARACHAMA,1605050003,525,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro76,4.22857245,-74.555431000637,-5.740304999767014,0.5,0.5,0.5,0.5,0.9840192665348092,0.9826433094904183,0.5,0.9826371683659466,0.23819781084855376,0.3980527362649887,0,0.24133842116599857,0.4500128128600273,0.6621614800344027,0.5,0.4278114139947846,0.9695240793683585,0.9588539221624849,0.5,0.969084980752675,0.21520299238024945,0.3683151206751367,0,0.21914512530394903,0.6357287031110588,0.7133726346704898,0.5,0.633894231007391,2556,72,1
REQUENA,MAQUIA,SAN MARTIN DE PIURI ISLA,1605050021,259,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro76,4.4657248,-74.55515199906625,-5.798673999722154,0.5,0.5,0.5,0.5,0.9898530937788991,0.9796910966030168,0.5,0.9865455470366874,0.12258030283912481,0.20936874825325738,0,0.12699310936089772,0.4753874135540071,0.7062526910312457,0.5,0.4570386068276054,0.9873890557493659,0.968375279042295,0.5,0.9842295000032834,0.12123375662845871,0.203673520039258,0,0.12484392174713578,0.7264388624231976,0.7753752078981944,0.5,0.7288446659233143,2556,72,1
REQUENA,EMILIO SAN MARTIN,SAN ANTONIO VIEJO,1605040007,91,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro76,2.4279683,-74.24968815106047,-5.667823401774377,0.5,0.5,0.5,0.5,0.8642474170618606,0.9095180399097792,0.5,0.857832428600464,0.029395337113508592,0.051299083153879765,0,0.030706025282208727,0.14143023650018907,0.2567187404096833,0.5,0.12996857069631515,0.8284359209976054,0.9042800488181192,0.5,0.8165982117972945,0.02415046826987683,0.04507150367170139,0,0.02476986406143494,0.20463810109944403,0.2865030721262378,0.5,0.19867070513739868,2556,72,1
REQUENA,EMILIO SAN MARTIN,NUEVO AYPENA,1605040030,65,Rio Buncuyo,Intercuenca 49913,Hydro8,Hydro76,0.69496409,-74.57769199879935,-6.51438300007747,0.5,0.5,0.5,0.5,0.3333468188986907,0.41701576166749477,0.5,0.3094722900949755,0.005592254456451996,0.010251268670929634,0,0.0071749784759855394,0.005772157300993108,0.010828264540071809,0.5,0.005181356832250679,0,0.014389194124344447,0.5,0,9.562993492413561e-4,0.0017879771836670033,0,0.0013538073868637516,0.0033157231136913944,0.004859377720559794,0.5,0.0030373959018811496,2556,72,1
REQUENA,EMILIO SAN MARTIN,JORDAN,1605040022,101,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro76,5.44217663,-74.38636239386419,-5.80090477846583,0.5,0.5,0.5,0.5,0.9738706751199446,0.9784727745163512,0.5,0.9740041895261523,0.04046133273359232,0.07000527598817594,0,0.04143500426733756,0.48108704196173246,0.7564665995774129,0.5,0.44902224944363206,0.9647729267869631,0.9745225793729181,0.5,0.9657067383915054,0.03664739057984208,0.06709117371085854,0,0.037050991863926026,0.7421621479812741,0.8350442978174267,0.5,0.732636393871844,2556,72,1
REQUENA,EMILIO SAN MARTIN,TAHUANTINSUYO,1605040016,76,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro76,3.24756673,-74.43766827777087,-5.764367150989657,0.5,0.5,0.5,0.5,1,1,0.5,1,0.028479989089249622,0.05068889154490822,0,0.029021157627317443,0.29843194820879604,0.49367540227745976,0.5,0.2806992027334489,1,1,0.5,1,0.027834767676062064,0.051996941574047335,0,0.028042451728887644,0.48054346616869664,0.5711404572499491,0.5,0.4779187603773925,2556,72,1
