id_loc,nrohab,village,district,province,RiverName,HydroNameL6,HydroNameL7,HydroNameANA
1601040012,159,NUEVO MIRAFLORES,INDIANA,MAYNAS,Rio Amazonas,Hydro15,Hydro9,Intercuenca 49791
1601040014,135,SANTA SOFIA,INDIANA,MAYNAS,Rio Amazonas,Hydro2,Hydro12,Intercuenca 49791
1601040053,63,NUEVO SAN PEDRO RIO MANIT,INDIANA,MAYNAS,Rio Maniti,Hydro2,Hydro17,Cuenca Manití
1601040049,471,SANTA CECILIA,INDIANA,MAYNAS,Rio Maniti,Hydro2,Hydro17,Cuenca Manití
1601040038,103,PAPARO,INDIANA,MAYNAS,Rio Maniti,Hydro2,Hydro17,Cuenca Manití
1601120063,83,NUEVO HUMARAL,BELEN,MAYNAS,Rio Maniti,Hydro2,Hydro17,Cuenca Manití
1601040047,71,MONTE CARMELO,INDIANA,MAYNAS,Rio Maniti,Hydro2,Hydro17,Cuenca Manití
1601040048,90,VILLA ESTHER,INDIANA,MAYNAS,Rio Maniti,Hydro2,Hydro17,Cuenca Manití
1601040054,20,11 DE DICIEMBRE,INDIANA,MAYNAS,Rio Maniti,Hydro2,Hydro17,Cuenca Manití
1601050025,145,SAN ANTONIO DE MARUPA,LAS AMAZONAS,MAYNAS,Rio Amazonas,Hydro4,Hydro13,Intercuenca 49791
1601050009,65,SANTA ELENA,LAS AMAZONAS,MAYNAS,Rio Amazonas,Hydro4,Hydro13,Intercuenca 49791
1601050014,66,NUEVO TRIUNFO,LAS AMAZONAS,MAYNAS,Rio Amazonas,Hydro4,Hydro13,Intercuenca 49791
1601050057,184,SAN JOSE DE YANASHI,LAS AMAZONAS,MAYNAS,Rio Amazonas,Hydro15,Hydro9,Intercuenca 4977
1601050039,403,"NAZARIA",LAS AMAZONAS,MAYNAS,Rio Amazonas,Hydro15,Hydro9,Intercuenca 4977
1601050056,102,NUEVO HORIZONTE,LAS AMAZONAS,MAYNAS,Rio Amazonas,Hydro15,Hydro9,Intercuenca 4977
1601050031,83,MARUPA,LAS AMAZONAS,MAYNAS,Rio Amazonas,Hydro15,Hydro9,Intercuenca 4977
1601050041,127,MANAOS DEL TIPISHCA,LAS AMAZONAS,MAYNAS,Rio Amazonas,Hydro15,Hydro9,Intercuenca 4977
1601050055,108,SAN AUGUSTO,LAS AMAZONAS,MAYNAS,Rio Amazonas,Hydro15,Hydro9,Intercuenca 4977
1601050029,180,ROCA ETERNA,LAS AMAZONAS,MAYNAS,Rio Amazonas,Hydro15,Hydro9,Intercuenca 4977
1601050022,74,7 DE JUNIO,LAS AMAZONAS,MAYNAS,Rio Amazonas,Hydro4,Hydro13,Intercuenca 4977
1601050017,36,NUEVA UNION DEL BOYADOR,LAS AMAZONAS,MAYNAS,Rio Amazonas,Hydro15,Hydro9,Intercuenca 4977
1601050064,81,NUEVO ISRAEL,LAS AMAZONAS,MAYNAS,Rio Orosa,Hydro15,Hydro73,Intercuenca 4977
1601050068,32,NUEVA LIBERTAD DE PAUCARI,LAS AMAZONAS,MAYNAS,Rio Orosa,Hydro15,Hydro73,Intercuenca 4977
1601050015,6,FRANCIA,LAS AMAZONAS,MAYNAS,Rio Napo,Hydro4,Hydro13,Cuenca Napo
1601060076,132,NUEVO ORIENTE,MAZAN,MAYNAS,Qda Copalillo,Hydro4,Hydro23,Cuenca Napo
1601060009,79,SUCUSARI,MAZAN,MAYNAS,Rio Sucusari,Hydro4,Hydro13,Cuenca Napo
1601060032,160,LAGO YURAC YACU,MAZAN,MAYNAS,Rio Napo,Hydro4,Hydro13,Cuenca Napo
1601050074,84,17 DE JUNIO,MAZAN,MAYNAS,Rio Napo,Hydro4,Hydro13,Cuenca Napo
1601060041,230,BELLO HORIZONTE,MAZAN,MAYNAS,Rio Napo,Hydro4,Hydro13,Cuenca Napo
1601060033,318,URCO MIRA_O,MAZAN,MAYNAS,Rio Napo,Hydro4,Hydro13,Cuenca Napo
1601060021,351,HUAMAN URCO,MAZAN,MAYNAS,Rio Napo,Hydro4,Hydro23,Cuenca Napo
1601060014,145,YARINA ISLA,MAZAN,MAYNAS,Rio Napo,Hydro4,Hydro13,Cuenca Napo
1601060018,189,ISLA TAMANCO,MAZAN,MAYNAS,Rio Napo,Hydro4,Hydro13,Cuenca Napo
1601060053,79,8 DE OCTUBRE,MAZAN,MAYNAS,Rio Napo,Hydro4,Hydro13,Cuenca Napo
1601060057,26,NUEVO FLAUTERIO,MAZAN,MAYNAS,Rio Napo,Hydro4,Hydro23,Cuenca Napo
1601060005,45,NUEVO IQUITOS,MAZAN,MAYNAS,Rio Napo,Hydro4,Hydro23,Cuenca Napo
1601060034,66,NUEVO PORVENIR,MAZAN,MAYNAS,Rio Napo,Hydro4,Hydro23,Cuenca Napo
1601060078,87,PUERTO OBRERO,MAZAN,MAYNAS,Rio Napo,Hydro4,Hydro23,Cuenca Napo
1601060044,56,VISTO BUENO,MAZAN,MAYNAS,Rio Mazan,Hydro4,Hydro22,Cuenca Napo
1601060069,77,NUEVO TIWINSA,MAZAN,MAYNAS,Rio Mazan,Hydro4,Hydro22,Cuenca Napo
1601060075,23,4 DE ABRIL,MAZAN,MAYNAS,Rio Mazan,Hydro4,Hydro22,Cuenca Napo
1601080004,19,ALFONSO UGARTE,PUNCHANA,MAYNAS,Rio Mazan,Hydro4,Hydro22,Cuenca Napo
1601080017,21,TIERRA HERMOSA,PUNCHANA,MAYNAS,Rio Mazan,Hydro4,Hydro22,Cuenca Napo
1601080022,42,SOL NACIENTE,PUNCHANA,MAYNAS,Rio Mazan,Hydro4,Hydro22,Cuenca Napo
1601070016,90,NUEVO TIPISHCA,"NAPO",MAYNAS,Rio Curaray,Hydro4,Hydro36,Cuenca Napo
1601070075,62,CERRO DE PASCO,"NAPO",MAYNAS,Rio Napo,Hydro4,Hydro23,Cuenca Napo
1601070048,252,NINAYACU,"NAPO",MAYNAS,Rio Napo,Hydro4,Hydro23,Cuenca Napo
1601070038,54,NUEVO SAN ANTONIO DE LANC,"NAPO",MAYNAS,Rio Napo,Hydro4,Hydro23,Cuenca Napo
1601070025,404,COPAL URCO,"NAPO",MAYNAS,Rio Napo,Hydro4,Hydro23,Cuenca Napo
1601070006,269,SAN CARLOS,"NAPO",MAYNAS,Rio Napo,Hydro4,Hydro35,Cuenca Napo
1601070030,118,PATRIA NUEVA,"NAPO",MAYNAS,Rio Napo,Hydro4,Hydro23,Cuenca Napo
1601070028,133,RANGO ISLA,"NAPO",MAYNAS,Rio Napo,Hydro4,Hydro23,Cuenca Napo
1602020078,142,NUEVA ZARAMIRIZA,BALSAPUERTO,ALTO AMAZONAS,Qda Buen Paso,Hydro10,Hydro63,Cuenca Paranapura
1602020056,78,NUEVO CUZCO,BALSAPUERTO,ALTO AMAZONAS,Qda Urubico,Hydro10,Hydro63,Cuenca Paranapura
1602020076,64,SAN PEDRO DE POROTOYACU,BALSAPUERTO,ALTO AMAZONAS,Qda Achayacu,Hydro10,Hydro63,Cuenca Paranapura
1602020075,405,CANOA PUERTO,BALSAPUERTO,ALTO AMAZONAS,Rio Cachiyacu,Hydro10,Hydro63,Cuenca Paranapura
1602020033,143,SANTA RITA,BALSAPUERTO,ALTO AMAZONAS,Rio Cachiyacu,Hydro10,Hydro63,Cuenca Paranapura
1602020047,108,SANTA CLARA,BALSAPUERTO,ALTO AMAZONAS,Rio Cachiyacu,Hydro10,Hydro63,Cuenca Paranapura
1602020071,152,NUEVA LUZ,BALSAPUERTO,ALTO AMAZONAS,Rio Cachiyacu,Hydro10,Hydro63,Cuenca Paranapura
1602020048,127,MONTE ALEGRE,BALSAPUERTO,ALTO AMAZONAS,Rio Cachiyacu,Hydro10,Hydro63,Cuenca Paranapura
1602020013,98,PAMPA HERMOSA,BALSAPUERTO,ALTO AMAZONAS,Qda Sabaloyacu,Hydro10,Hydro63,Cuenca Paranapura
1602020017,123,LORETO,BALSAPUERTO,ALTO AMAZONAS,Qda Sabaloyacu,Hydro10,Hydro63,Cuenca Paranapura
1602020022,644,SOLEDAD,BALSAPUERTO,ALTO AMAZONAS,Rio Yanayacu,Hydro10,Hydro63,Cuenca Paranapura
1602020032,113,NUEVO SAN LORENZO,BALSAPUERTO,ALTO AMAZONAS,Rio Yanayacu,Hydro10,Hydro63,Cuenca Paranapura
1602020026,147,SAN  MIGUEL,BALSAPUERTO,ALTO AMAZONAS,Rio Yanayacu,Hydro10,Hydro63,Cuenca Paranapura
1602010052,189,BALSAYACU,YURIMAGUAS,ALTO AMAZONAS,Rio Paranapura,Hydro10,Hydro63,Cuenca Paranapura
1602020059,117,NUEVO MIRAFLORES,BALSAPUERTO,ALTO AMAZONAS,Rio Paranapura,Hydro10,Hydro63,Cuenca Paranapura
1602020004,268,LOS ANGELES,BALSAPUERTO,ALTO AMAZONAS,Rio Paranapura,Hydro10,Hydro63,Cuenca Paranapura
1602020005,740,NUEVA VIDA,BALSAPUERTO,ALTO AMAZONAS,Rio Paranapura,Hydro10,Hydro63,Cuenca Paranapura
1602020024,135,IRAPAY,BALSAPUERTO,ALTO AMAZONAS,Rio Paranapura,Hydro10,Hydro63,Cuenca Paranapura
1602020043,353,FRAY MARTIN,BALSAPUERTO,ALTO AMAZONAS,Rio Paranapura,Hydro10,Hydro63,Cuenca Paranapura
1602010048,114,VARADERILLO,YURIMAGUAS,ALTO AMAZONAS,Rio Paranapura,Hydro10,Hydro63,Cuenca Paranapura
1602010053,59,SAN ANTONIO DE SANIYACO,YURIMAGUAS,ALTO AMAZONAS,Rio Paranapura,Hydro10,Hydro63,Cuenca Paranapura
1602020054,56,DAMASCO,BALSAPUERTO,ALTO AMAZONAS,Rio Paranapura,Hydro10,Hydro63,Cuenca Paranapura
1602020044,83,SAN VICENTE,BALSAPUERTO,ALTO AMAZONAS,Rio Paranapura,Hydro10,Hydro63,Cuenca Paranapura
1607020039,93,PUERTO LIBRE,CAHUAPANAS,DATEM DEL MARA_ON,Rio Paranapura,Hydro10,Hydro63,Cuenca Paranapura
1602020009,157,PUCALPILLO,BALSAPUERTO,ALTO AMAZONAS,Rio Paranapura,Hydro10,Hydro63,Cuenca Paranapura
1602020067,151,NUEVO PROGRESO,BALSAPUERTO,ALTO AMAZONAS,Rio Armanayaco,Hydro10,Hydro63,Cuenca Paranapura
1602020063,65,SAN ISIDRO,BALSAPUERTO,ALTO AMAZONAS,Rio Armanayaco,Hydro10,Hydro63,Cuenca Paranapura
1602020061,74,SANTA MARTHA,BALSAPUERTO,ALTO AMAZONAS,Rio Armanayaco,Hydro10,Hydro63,Cuenca Paranapura
1602020057,40,NUEVO SAN MARTIN,BALSAPUERTO,ALTO AMAZONAS,Rio Armanayaco,Hydro10,Hydro63,Cuenca Paranapura
1602020077,38,"NARANJILLO",BALSAPUERTO,ALTO AMAZONAS,Rio Armanayaco,Hydro10,Hydro63,Cuenca Paranapura
1602020079,40,NUEVO TOCACHE,BALSAPUERTO,ALTO AMAZONAS,Rio Armanayaco,Hydro10,Hydro63,Cuenca Paranapura
1602050001,2009,JEBEROS,JEBEROS,ALTO AMAZONAS,Rio Juracyacu,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602050016,361,BELLAVISTA,JEBEROS,ALTO AMAZONAS,Rio Juracyacu,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602050020,292,BETHEL,JEBEROS,ALTO AMAZONAS,Rio Juracyacu,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602050025,43,SANTA FE,JEBEROS,ALTO AMAZONAS,Rio Juracyacu,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602050022,72,MONTE CRISTO,JEBEROS,ALTO AMAZONAS,Rio Juracyacu,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602050015,167,PUNCHANA,JEBEROS,ALTO AMAZONAS,Rio Juracyacu,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602050030,77,NUEVO JUNIN,JEBEROS,ALTO AMAZONAS,Rio Juracyacu,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602100007,136,NUEVA ESPERANZA DEL YURAC,SANTA CRUZ,ALTO AMAZONAS,Rio Yuracyacu,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602060010,224,NUEVO MUNDO,LAGUNAS,ALTO AMAZONAS,Rio Pavayacu,Hydro6,Hydro51,Intercuenca Medio Bajo Marañón
1602060007,56,NUEVA CREACION,LAGUNAS,ALTO AMAZONAS,Rio Pavayacu,Hydro6,Hydro51,Intercuenca Medio Bajo Marañón
1602060011,184,HUANCAYO,LAGUNAS,ALTO AMAZONAS,Rio Nucuray,Hydro6,Hydro51,Intercuenca Medio Bajo Marañón
1602060020,338,NUEVA UNION,LAGUNAS,ALTO AMAZONAS,Rio Nucuray,Hydro6,Hydro51,Intercuenca Medio Bajo Marañón
1602060001,7396,LAGUNAS,LAGUNAS,ALTO AMAZONAS,Rio Huallaga,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602060046,380,ACHUAL TIPISHICA,LAGUNAS,ALTO AMAZONAS,Rio Huallaga,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602060058,93,PAUCARYACU,LAGUNAS,ALTO AMAZONAS,Rio Huallaga,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602060031,158,SAN LUIS,LAGUNAS,ALTO AMAZONAS,Rio Marañon,Hydro10,Hydro52,Intercuenca Medio Marañón
1602100009,34,UNION CHALLUANA,SANTA CRUZ,ALTO AMAZONAS,Rio Yuracyacu,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602100003,140,ATAHUALPA,SANTA CRUZ,ALTO AMAZONAS,Rio Huallaga,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602100001,787,SANTA CRUZ,SANTA CRUZ,ALTO AMAZONAS,Rio Huallaga,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602100014,66,UNION ULLPACA_O,SANTA CRUZ,ALTO AMAZONAS,Rio Huallaga,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602100018,171,HUATAPI,SANTA CRUZ,ALTO AMAZONAS,Rio Huallaga,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602100021,160,PROGRESO,SANTA CRUZ,ALTO AMAZONAS,Rio Huallaga,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602100020,147,SANTA GEMA DE YANAYAQUILL,SANTA CRUZ,ALTO AMAZONAS,Rio Huallaga,Hydro10,Hydro53,Intercuenca Bajo Huallga
1602110005,393,LIBERTAD DE CUIPARILLO,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,Rio Cuiparillo,Hydro10,Hydro62,Intercuenca Medio Bajo Huallaga
1602110002,609,LAGO CUIPARI,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,Rio Cuiparillo,Hydro10,Hydro62,Intercuenca Medio Bajo Huallaga
1602110008,63,PUCUNILLO,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,Rio Huallaga,Hydro10,Hydro62,Intercuenca Medio Bajo Huallaga
1602110027,63,BELLA SELVA,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,Rio Huallaga,Hydro10,Hydro62,Intercuenca Medio Bajo Huallaga
1602110021,213,PARINARI,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,Qda Parinari,Hydro10,Hydro62,Intercuenca Medio Bajo Huallaga
1602110012,68,NUEVO BARRANQUITA,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,Qda Irapay,Hydro10,Hydro62,Intercuenca Medio Bajo Huallaga
1602110029,61,NUEVO PORVENIR,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,Qda Irapay,Hydro10,Hydro62,Intercuenca Medio Bajo Huallaga
1602110020,48,NUEVO TRIUNFO,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,Rio Yanayacu (Rio Matador),Hydro10,Hydro62,Intercuenca Medio Bajo Huallaga
1602110011,199,NUEVO CANAAN,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,Rio Yanayacu (Rio Matador),Hydro10,Hydro62,Intercuenca Medio Bajo Huallaga
1603010080,204,DOSD E MAYO,"NAUTA",LORETO,Rio Yanayaquillo,Hydro6,Hydro32,Intercuenca Bajo Marañón
1603010011,86,SAN RAFAEL DE TAPIRILLO,"NAUTA",LORETO,Rio Amazonas,Hydro2,Hydro26,Intercuenca 49799
1603010010,11,TIERRA PROMETIDA,"NAUTA",LORETO,Rio Amazonas,Hydro2,Hydro26,Intercuenca 49799
1603010008,65,VILLA PUERTO CRUZ,"NAUTA",LORETO,Rio Amazonas,Hydro2,Hydro26,Intercuenca 49799
1603010009,132,NUEVO MUNDO,"NAUTA",LORETO,Rio Amazonas,Hydro2,Hydro26,Intercuenca 49799
1601030119,76,SAN FERNANDO,FERNANDO LORES,MAYNAS,Rio Amazonas,Hydro2,Hydro26,Intercuenca 49799
1603010031,28,PUERTO ALEGRIA,"NAUTA",LORETO,Rio Tigre,Hydro7,Hydro77,Cuenca Tigre
1603010017,50,28 DE JULIO,"NAUTA",LORETO,Rio Nahuada,Hydro7,Hydro77,Cuenca Tigre
1603010020,111,EL CERRO,"NAUTA",LORETO,Rio Nahuada,Hydro7,Hydro77,Cuenca Tigre
1603010021,78,NUEVA UNION,"NAUTA",LORETO,Rio Nahuada,Hydro7,Hydro77,Cuenca Tigre
1603010051,380,SAN JUAN DE LAGUNILLAS,"NAUTA",LORETO,Rio Marañon,Hydro6,Hydro32,Intercuenca Medio Bajo Marañón
1603010042,70,ESPARTA,"NAUTA",LORETO,Rio Marañon,Hydro6,Hydro32,Intercuenca Medio Bajo Marañón
1603010066,47,VILLA LUCERNA,"NAUTA",LORETO,Rio Marañon,Hydro5,Hydro29,Intercuenca Bajo Marañón
1603010048,109,SAN JOSE DE SARAPANGA,"NAUTA",LORETO,Rio Marañon,Hydro5,Hydro29,Intercuenca Bajo Marañón
1603010012,20,BETSAIDA,"NAUTA",LORETO,Rio Marañon,Hydro5,Hydro29,Intercuenca Bajo Marañón
1603010077,164,SANTA FE,"NAUTA",LORETO,Rio Marañon,Hydro5,Hydro29,Intercuenca Bajo Marañón
1603010018,241,PAYOROTE,"NAUTA",LORETO,Rio Marañon,Hydro5,Hydro29,Intercuenca Bajo Marañón
1603010062,111,FIRMEZA,"NAUTA",LORETO,Rio Marañon,Hydro6,Hydro32,Intercuenca Medio Bajo Marañón
1603010073,378,SUCRE,"NAUTA",LORETO,Rio Marañon,Hydro6,Hydro32,Intercuenca Bajo Marañón
1603010102,42,BELLO HORIZONTE,"NAUTA",LORETO,Rio Marañon,Hydro5,Hydro29,Intercuenca Bajo Marañón
1603010036,179,PUERTO ORLANDO,"NAUTA",LORETO,Rio Marañon,Hydro5,Hydro29,Intercuenca Bajo Marañón
1603010054,210,GRAN PUNTA,"NAUTA",LORETO,Rio Marañon,Hydro5,Hydro29,Intercuenca Bajo Marañón
1603010040,29,VILLA BUEN FIN,"NAUTA",LORETO,Rio Marañon,Hydro5,Hydro29,Intercuenca Bajo Marañón
1603010049,46,ACCION POPULAR,"NAUTA",LORETO,Rio Marañon,Hydro5,Hydro29,Intercuenca Bajo Marañón
1603010029,2,IQUITOS,"NAUTA",LORETO,Rio Marañon,Hydro5,Hydro29,Intercuenca Bajo Marañón
1603010065,46,VILLA CRISTIANA,"NAUTA",LORETO,Rio Marañon,Hydro5,Hydro29,Intercuenca Bajo Marañón
1603010050,60,VILLA NUEVO CRUZADORES,"NAUTA",LORETO,Rio Marañon,Hydro5,Hydro29,Intercuenca Bajo Marañón
1603020013,159,ATENAS,PARINARI,LORETO,Rio Marañon,Hydro6,Hydro38,Intercuenca Medio Bajo Marañón
1603020002,1526,SANTA RITA DE CASTILLA,PARINARI,LORETO,Rio Marañon,Hydro6,Hydro38,Intercuenca Medio Bajo Marañón
1603010026,65,SAN FRANCISCO DE CHOROYAC,"NAUTA",LORETO,Rio Marañon,Hydro6,Hydro38,Intercuenca Medio Bajo Marañón
1603030041,84,NUEVO REMANENTE,TIGRE,LORETO,Qda Aleman,Hydro7,Hydro78,Cuenca Tigre
1603030001,1688,INTUTO,TIGRE,LORETO,Rio Tigre,Hydro7,Hydro45,Cuenca Tigre
1603030014,85,SANTA CLARA DE YARINAL,TIGRE,LORETO,Rio Tigre,Hydro7,Hydro45,Cuenca Tigre
1603030013,99,ALFONSO UGARTE,TIGRE,LORETO,Rio Tigre,Hydro7,Hydro45,Cuenca Tigre
1603030011,25,PAMPA HERMOSA,TIGRE,LORETO,Rio Tigre,Hydro7,Hydro78,Cuenca Tigre
1603030007,166,VISTA ALEGRE,TIGRE,LORETO,Rio Tigre,Hydro7,Hydro78,Cuenca Tigre
1603040036,43,NVO PARAISO,TROMPETEROS,LORETO,Rio Corrientes,Hydro7,Hydro46,Cuenca Tigre
1603040039,86,NUEVO TRIUNFO,TROMPETEROS,LORETO,Rio Corrientes,Hydro7,Hydro46,Cuenca Tigre
1603040016,485,PUCACURO,TROMPETEROS,LORETO,Rio Corrientes,Hydro7,Hydro46,Cuenca Tigre
1603040005,81,ANTIOQUIA,TROMPETEROS,LORETO,Rio Corrientes,Hydro7,Hydro46,Cuenca Tigre
1603050039,88,NUEVA UNION,URARINAS,LORETO,Rio Tigrillo,Hydro6,Hydro41,Intercuenca Medio Bajo Marañón
1603050036,94,SANTA MARTHA,URARINAS,LORETO,Rio Tigrillo,Hydro6,Hydro41,Intercuenca Medio Bajo Marañón
1603050023,55,PUERTO RICO,URARINAS,LORETO,Rio Tigrillo,Hydro6,Hydro41,Intercuenca Medio Bajo Marañón
1603050034,144,PANDORA,URARINAS,LORETO,Rio Tigrillo,Hydro6,Hydro41,Intercuenca Medio Bajo Marañón
1603050022,112,BAYA YACU,URARINAS,LORETO,Rio Tigrillo,Hydro6,Hydro41,Intercuenca Medio Bajo Marañón
1603050056,6,CALIFORNIA,URARINAS,LORETO,Rio Urituyacu,Hydro6,Hydro48,Intercuenca Medio Bajo Marañón
1603050059,35,CAFETAL,URARINAS,LORETO,Rio Urituyacu,Hydro6,Hydro48,Intercuenca Medio Bajo Marañón
1603050044,33,PINTUYACU,URARINAS,LORETO,Rio Urituyacu,Hydro6,Hydro48,Intercuenca Medio Bajo Marañón
1603050049,95,SAN ENRIQUE,URARINAS,LORETO,Rio Urituyacu,Hydro6,Hydro48,Intercuenca Medio Bajo Marañón
1603050009,57,NUEVO PUCUNA,URARINAS,LORETO,Rio Chambira,Hydro6,Hydro41,Intercuenca Medio Bajo Marañón
1603050026,72,SANTA TERESA,URARINAS,LORETO,Río Patayacu,Hydro6,Hydro41,Intercuenca Medio Bajo Marañón
1603050013,50,PETROLERAS,URARINAS,LORETO,Río Patayacu,Hydro6,Hydro41,Intercuenca Medio Bajo Marañón
1603050084,30,SANTA ELENA,URARINAS,LORETO,Río Patayacu,Hydro6,Hydro41,Intercuenca Medio Bajo Marañón
1603050027,58,CURUHUINSI,URARINAS,LORETO,Río Patayacu,Hydro6,Hydro41,Intercuenca Medio Bajo Marañón
1603050011,86,SANTA ROSA DE AIRICO,URARINAS,LORETO,Río Patayacu,Hydro6,Hydro41,Intercuenca Medio Bajo Marañón
1603050066,332,2 DE MAYO,URARINAS,LORETO,Rio Marañon,Hydro6,Hydro42,Intercuenca Medio Bajo Marañón
1603050070,138,URARINAS,URARINAS,LORETO,Rio Marañon,Hydro6,Hydro42,Intercuenca Medio Bajo Marañón
1603050090,21,NUEVO PERU,URARINAS,LORETO,Rio Marañon,Hydro6,Hydro42,Intercuenca Medio Bajo Marañón
1604010032,170,SANTA CECILIA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,Rio Amazonas,Hydro15,Hydro74,Intercuenca 4977
1604010014,168,SAN PEDRO DE CACAO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,Rio Amazonas,Hydro15,Hydro74,Intercuenca 4977
1604010085,47,NUEVA CREACION,RAMON CASTILLA,MARISCAL RAMON CASTILLA,Rio Amazonas,Hydro15,Hydro74,Intercuenca 4977
1604010094,114,YAHUMA II ZONA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,Rio Amazonas,Hydro15,Hydro74,Intercuenca 4977
1604040028,166,UNION PROGRESISTA,SAN PABLO,MARISCAL RAMON CASTILLA,Rio Amazonas,Hydro15,Hydro5,Intercuenca 4977
1604010018,6,NUEVO AMBIENTE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,Rio Amazonas,Hydro15,Hydro74,Intercuenca 4977
1604010027,83,SAN JUAN DE CACAO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,Rio Amazonas,Hydro15,Hydro74,Intercuenca 4977
1604010059,55,SAN ESTEBAN,RAMON CASTILLA,MARISCAL RAMON CASTILLA,Qda Marichin,Hydro15,Hydro74,Intercuenca 4977
1604010051,34,EDEN DE LA FRONTERA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,Qda Marichin,Hydro15,Hydro74,Intercuenca 4977
1604010058,43,VILLA NUEVA ESPERANZA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,Qda Marichin,Hydro15,Hydro74,Intercuenca 4977
1604010080,96,CENTRO UNIDO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,Qda Marichin,Hydro15,Hydro74,Intercuenca 4977
1604010084,48,NUEVA VIDA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,Qda Agua Blanca,Hydro15,Hydro74,Intercuenca 4977
1604010006,34,SANTA ROSA DE LIMA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,Rio Loretoyacu,Hydro15,Hydro74,Intercuenca 4977
1604020060,7,PUERTO CONCEJERO,PEBAS,MARISCAL RAMON CASTILLA,Qda Ticuna,Hydro15,Hydro5,Intercuenca 4977
1604020061,38,YAHUAS,PEBAS,MARISCAL RAMON CASTILLA,Qda Ticuna,Hydro15,Hydro5,Intercuenca 4977
1604020045,207,SANTA ISABEL DE PICHANA,PEBAS,MARISCAL RAMON CASTILLA,Rio Amazonas,Hydro15,Hydro5,Intercuenca 4977
1604020033,172,NUEVO ORIENTE,PEBAS,MARISCAL RAMON CASTILLA,Rio Amazonas,Hydro15,Hydro6,Intercuenca 4977
1604020029,40,FERNANDO LORES DE CHAMBIR,PEBAS,MARISCAL RAMON CASTILLA,Rio Amazonas,Hydro15,Hydro6,Intercuenca 4977
1604020073,71,POBRE ALEGRE,PEBAS,MARISCAL RAMON CASTILLA,Rio Amazonas,Hydro15,Hydro6,Intercuenca 4977
1604020026,72,SAN MATEO,PEBAS,MARISCAL RAMON CASTILLA,Rio Amazonas,Hydro15,Hydro6,Intercuenca 4977
1604020012,211,HUITOTOS DE PUCAURQUILLO,PEBAS,MARISCAL RAMON CASTILLA,Rio Yahuasyacu,Hydro15,Hydro7,Intercuenca 4977
1604020006,44,TIERRA FIRME,PEBAS,MARISCAL RAMON CASTILLA,Rio Ampiyacu,Hydro15,Hydro7,Intercuenca 4977
1604020010,74,SABALILLO,PEBAS,MARISCAL RAMON CASTILLA,Rio Ampiyacu,Hydro15,Hydro7,Intercuenca 4977
1604020030,207,APAYACU,PEBAS,MARISCAL RAMON CASTILLA,Qda Yanayacu,Hydro15,Hydro8,Intercuenca 4977
1604020049,207,BUEN JESUS DE PAZ,PEBAS,MARISCAL RAMON CASTILLA,Qda Pichanayacu,Hydro15,Hydro5,Intercuenca 4977
1604020071,12,TARSO,PEBAS,MARISCAL RAMON CASTILLA,Rio Cochiquinas,Hydro15,Hydro5,Intercuenca 4977
1604020032,23,PALOMETA,PEBAS,MARISCAL RAMON CASTILLA,Qda Palometa,Hydro15,Hydro6,Intercuenca 4977
1604020037,73,PALOMETILLO,PEBAS,MARISCAL RAMON CASTILLA,Qda Palometa,Hydro15,Hydro6,Intercuenca 4977
