id_loc,nrohab,village,district,province,RiverName,HydroNameL6,HydroNameL7,HydroNameANA
1601010012,296,LIBERTAD,IQUITOS,MAYNAS,Rio Nanay,Hydro2,Hydro20,Cuenca Nanay
1601010013,52,AYACUCHO,IQUITOS,MAYNAS,Rio Nanay,Hydro2,Hydro20,Cuenca Nanay
1601010014,97,YARINA,IQUITOS,MAYNAS,Rio Nanay,Hydro2,Hydro20,Cuenca Nanay
1601010003,125,FRAY MARTIN,IQUITOS,MAYNAS,Rio Nanay,Hydro2,Hydro20,Cuenca Nanay
1601010005,420,SAN JOSE DE LUPUNA,IQUITOS,MAYNAS,Rio Nanay,Hydro2,Hydro20,Cuenca Nanay
1601010006,52,TRES UNIDOS,IQUITOS,MAYNAS,Rio Nanay,Hydro2,Hydro20,Cuenca Nanay
1601010007,198,SAN PABLO DE CUYAMA,IQUITOS,MAYNAS,Rio Nanay,Hydro2,Hydro20,Cuenca Nanay
1601080052,45,NUEVA PRIMAVERA,PUNCHANA,MAYNAS,Rio Nanay,Hydro2,Hydro20,Cuenca Nanay
1601130010,73,PORVENIR,SAN JUAN BAUTISTA,MAYNAS,Rio Nanay,Hydro2,Hydro20,Cuenca Nanay
1601130006,226,LLANCHAMA,SAN JUAN BAUTISTA,MAYNAS,Rio Nanay,Hydro2,Hydro20,Cuenca Nanay
1601130005,636,NINA RUMI,SAN JUAN BAUTISTA,MAYNAS,Rio Nanay,Hydro2,Hydro20,Cuenca Nanay
1601130004,227,PUERTO ALMENDRA,SAN JUAN BAUTISTA,MAYNAS,Rio Nanay,Hydro2,Hydro20,Cuenca Nanay
1601130015,1188,SANTO TOMAS,SAN JUAN BAUTISTA,MAYNAS,Rio Nanay,Hydro2,Hydro20,Cuenca Nanay
1601130018,841,ZUNGARO COCHA,SAN JUAN BAUTISTA,MAYNAS,Rio Nanay,Hydro2,Hydro20,Cuenca Nanay
1601130027,115,NUEVA ESPERANZA,SAN JUAN BAUTISTA,MAYNAS,Rio Nanay,Hydro2,Hydro20,Cuenca Nanay
1601020036,68,MIRAFLORES,ALTO NANAY,MAYNAS,Rio Pintoyacu,Hydro2,Hydro20,Cuenca Nanay
1601020040,4,NUEVA ESPERANZA,ALTO NANAY,MAYNAS,Rio Pintoyacu,Hydro2,Hydro20,Cuenca Nanay
1601020003,124,VILLA FLOR,ALTO NANAY,MAYNAS,Rio Chambira,Hydro2,Hydro20,Cuenca Nanay
1601020005,72,BUENA VISTA,ALTO NANAY,MAYNAS,Rio Chambira,Hydro2,Hydro20,Cuenca Nanay
1601040039,193,SANTA VICTORIA,INDIANA,MAYNAS,Rio Amazonas,Hydro2,Hydro16,Intercuenca 49793
1601040040,116,YANAYACU - TIMICURO,INDIANA,MAYNAS,Rio Amazonas,Hydro2,Hydro16,Intercuenca 49793
1601050023,38,JOSE CARLOS MARIATEGUI,LAS AMAZONAS,MAYNAS,Rio Amazonas,Hydro2,Hydro12,Intercuenca 49791
1601040001,3421,INDIANA,INDIANA,MAYNAS,Rio Amazonas,Hydro2,Hydro16,Intercuenca 49793
1601040006,47,NUEVO SINAI,INDIANA,MAYNAS,Rio Amazonas,Hydro2,Hydro16,Intercuenca 49793
1601040031,106,TIMICURILLO III - ZONA,INDIANA,MAYNAS,Rio Amazonas,Hydro2,Hydro16,Intercuenca 49793
1601040017,209,IQUIQUE,INDIANA,MAYNAS,Rio Amazonas,Hydro2,Hydro16,Intercuenca 49793
1601040027,61,NUEVO TRIUNFO,INDIANA,MAYNAS,Rio Amazonas,Hydro2,Hydro16,Intercuenca 49793
1601040016,121,JORGE CHAVEZ,INDIANA,MAYNAS,Rio Amazonas,Hydro2,Hydro16,Intercuenca 49793
1601050024,69,CAPIRONAL,LAS AMAZONAS,MAYNAS,Rio Amazonas,Hydro2,Hydro12,Intercuenca 49791
